code,name,category,Annual,nYear,3G2H,PE Value,EPS GR Value,intrinsic,Price_A,Price_B,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,EY avg,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,check NP,check EPS GR,check OCF,neg Revenue,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end,EY level,DY level,Revenue Growth,EPS Growth,OCF Growth,ROE Health,D/E Health
7172,PMB TECHNOLOGY BERHAD,Industrial Products & Services,2019-12-01,10,1.0,4.95,1.49,0.98,0.74,2.72,2.78,2.4,3.371,2.61,21.0,0.13,0.05,0.02,0.9,5.05,6.22,0.49,0.49,3.23,4.7,71.4,38.05,27.09,11.44,12.48,18.23,11.44,6.76,2.07,3.15,6.76,1.27,0.57,1.0,1.27,30.9,1,0,0,1+2+4+7+8,+,2+3+6+7+8,+,219,400,0.05,0.1,3,-37,0,0,0.0,0.0,0.0,0.0,1.0
7170,LFE CORPORATION BERHAD,Industrial Products & Services,2017-12-01,9,1.0,0.0,0.0,0.0,0.0,0.16,0.135,0.09,0.3,0.17,259.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,-14.6,-21.5,22.0,0.25,0.43,0.0,0.0,0.0,0.0,-7.27,-2.22,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+7+8+9,1+2+6+7+9,1+2+3+5+6+7+8+9,3+4+8+9,131,13,0.05,-0.01,0,2,0,0,0.0,0.0,0.0,0.0,1.0
7169,DOMINANT ENTERPRISE BERHAD,Industrial Products & Services,2019-03-01,10,2.5,1.12,0.22,1.14,0.86,0.89,0.705,0.69,1.3,1.69,7.0,0.1,0.14,0.07,9.93,5.65,9.75,0.05,0.01,3.94,5.75,16.71,11.23,9.08,2.21,28.36,2.21,7.29,11.86,12.42,10.51,11.86,4.1,4.74,3.93,4.1,29.44,1,0,0,4+10,+,1+4+5+7+9+10,+,310,730,0.09,0.16,1,30,0,5,0.5,0.0,1.0,0.0,1.0
7165,DWL RESOURCES BERHAD,Industrial Products & Services,2019-06-01,7,1.0,1.21,-0.0,-0.3,-0.22,0.31,0.325,0.1,0.73,0.4743,-10.0,-0.03,-0.09,0.0,0.0,-6.98,-6.58,0.0,0.0,-24.29,-67.0,-13.9,-40.45,-29.34,0.0,0.0,0.0,0.0,-3.72,-5.28,-4.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5,1+2+3+4+5+6+7,1+2+3+4+5+6+7,1+2+3+4+6,23,9,-0.03,-0.03,4,-3,0,0,0.0,0.0,0.0,0.0,1.0
7163,PJBUMI BERHAD,Industrial Products & Services,2018-12-01,9,1.0,-0.03,0.0,0.1,0.08,0.17,0.14,0.105,0.31,0.27,20.0,0.01,0.07,0.0,0.0,2.63,1.19,0.0,0.0,-25.44,-15.5,9.67,-2.92,-1.86,0.0,0.0,-44.93,0.0,-23.45,-17.04,-13.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+4+5+7+8,1+2+3+6+7,1+2+3+4+5+6+7+8,1+2+3+4+6+7+9,29,5,0.08,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
7162,ASTINO BERHAD,Industrial Products & Services,2019-07-01,10,2.5,0.99,0.93,0.65,0.49,0.5,0.54,0.37,0.76,1.44,6.0,0.09,0.17,0.01,1.85,6.32,6.37,0.05,0.0,5.91,6.33,15.73,11.03,9.06,10.32,-7.71,-4.0,10.32,11.72,12.74,12.45,11.72,1.84,1.2,2.07,1.84,19.35,1,0,0,4+5+6,+,1+2+5+6+8,+,335,584,0.07,0.09,-46,47,0,2,0.5,0.0,1.0,0.0,1.0
7157,CYL CORPORATION BERHAD,Industrial Products & Services,2019-01-01,10,1.0,0.0,0.0,0.0,0.0,0.34,0.32,0.27,0.475,0.6378,168.0,0.0,0.0,0.0,1.56,0.3,-2.94,0.0,0.0,4.1,-17.0,56.0,19.5,18.41,0.0,0.0,0.0,0.0,153.95,0.2,2.57,153.95,7.66,6.94,6.62,7.66,116.04,0,0,1,1+2+3+4+6+8+9+10,1,1+2+3+6+8+9+10,,68,53,3.75,-0.02,13,2,0,2,0.0,0.0,0.0,0.0,1.0
7155,SKP RESOURCES BHD,Industrial Products & Services,2019-03-01,10,3.0,0.84,0.24,0.74,0.55,0.97,1.09,0.66,1.59,0.49,15.0,0.07,0.06,0.04,3.52,14.53,16.91,0.0,0.0,7.44,5.5,18.43,11.96,12.26,3.41,3.41,18.85,37.22,9.9,6.46,6.15,9.9,3.13,3.14,2.67,3.13,28.64,1,0,0,1+6+10,+,1+6+10,+,196,1654,0.01,0.08,20,152,0,5,0.5,0.0,1.0,0.5,1.0
7146,AE MULTI HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,10,1.5,0.0,-0.0,0.0,0.0,0.07,0.115,0.04,0.13,0.2,-45.0,-0.0,-0.0,0.0,0.0,-1.3,-1.51,0.01,0.01,-2.72,-22.0,20.5,-0.75,-7.33,0.0,0.0,0.0,0.0,-5.35,-3.03,-4.89,-5.35,0.0,0.0,0.0,0.0,0.0,0,0,0,2+5+7+9+10,1+2+3+5+6+8+9+10,1+2+3+4+5+6+7+8+9+10,4+6+7,50,63,-0.03,0.0,1,16,0,0,0.0,0.0,0.5,0.0,1.0
7140,OKA CORPORATION BHD,Industrial Products & Services,2019-03-01,10,2.0,1.08,0.36,0.48,0.36,0.53,0.58,0.38,0.825,0.73,11.0,0.05,0.09,0.04,6.38,6.99,6.14,0.0,0.0,9.15,12.17,31.0,21.58,18.35,7.14,-20.33,-9.68,7.14,5.92,7.11,7.12,5.92,2.08,2.64,2.61,2.08,35.19,1,0,1,1+2+4+10,+,1+2+5+8+10,+,103,129,0.02,0.04,8,16,0,5,0.0,0.0,1.0,0.0,1.0
7137,UMS HOLDINGS BERHAD,Industrial Products & Services,2019-09-01,10,1.0,2.05,0.0,1.58,1.18,1.64,1.73,1.43,2.057,4.02,15.0,0.12,0.07,0.0,0.0,2.87,1.85,0.0,0.0,11.56,5.81,28.43,17.12,12.43,0.0,-27.33,-23.98,-8.05,10.66,4.94,7.29,10.66,2.75,2.68,2.49,2.75,31.34,1,0,0,1+3+5+6,+,1+3+4+7,+,72,68,0.22,0.07,11,3,0,0,0.0,0.0,0.0,0.0,1.0
7133,UNITED U-LI CORPORATION BERHAD,Industrial Products & Services,2018-12-01,10,1.5,-0.25,-0.0,-0.13,-0.1,0.37,0.365,0.23,0.64,1.3126,-52.0,-0.01,-0.03,0.0,0.0,-0.53,1.0,0.03,0.02,11.71,4.62,45.42,25.02,18.48,0.0,-50.26,-28.55,-17.54,8.63,9.94,7.16,8.63,2.65,2.09,1.9,2.65,30.93,1,0,0,2+9+10,+,1+2+6+8+9+10,+,139,204,0.11,0.02,30,18,0,0,0.5,0.0,0.0,0.0,1.0
7132,SMIS CORPORATION BERHAD,Industrial Products & Services,2018-12-01,8,2.0,0.2,0.0,0.23,0.17,0.33,0.395,0.25,0.49,1.37,19.0,0.02,0.05,0.0,0.0,1.48,-7.98,0.07,0.11,0.86,-43.0,63.0,10.0,7.39,0.0,0.0,0.0,0.0,-5.41,-22.74,-11.7,0.0,2.39,1.96,2.94,0.0,15.78,0,0,0,2+3+4,1+2+3,1+2+3+4+6+7+8,8,110,128,-0.01,-0.12,-5,10,0,0,0.5,0.0,0.5,0.0,1.0
7123,PRICEWORTH INTERNATIONAL BERHAD,Industrial Products & Services,2019-06-01,10,1.0,-0.64,-0.0,-0.3,-0.22,0.03,0.015,0.005,0.075,0.07,-1.0,-0.03,-2.0,0.0,0.0,-42.86,-50.01,0.04,0.04,-52.98,-7.33,50.0,21.34,17.97,0.0,0.0,0.0,0.0,-14.63,-20.83,-12.5,-14.63,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+6+7+8+9+10,1+6+7,1+4+5+6+7+8+10,1,446,31,0.01,-0.04,34,-21,0,0,0.0,0.0,0.0,0.0,1.0
7115,SKB SHUTTERS CORPORATION BERHAD,Industrial Products & Services,2019-06-01,8,1.5,-1.06,0.14,0.52,0.39,0.47,0.4,0.38,0.64,2.11,6.0,0.06,0.15,0.0,0.0,2.95,3.92,0.48,0.5,0.98,-62.0,26.5,-17.75,-16.4,2.39,0.0,0.0,2.39,2.05,9.84,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+5+7,4+5,2+3+4+5+6+7,4,62,66,0.02,0.08,6,3,0,0,0.5,0.0,0.0,0.0,1.0
7114,D'NONCE TECHNOLOGY BHD,Industrial Products & Services,2017-08-01,9,1.0,-0.0,0.0,0.0,0.0,0.34,0.255,0.185,0.66,0.47,134.0,0.0,0.0,0.0,0.0,0.4,3.39,0.13,0.31,-0.49,-40.0,34.0,-3.0,7.66,0.0,-13.31,-11.49,0.0,-2.63,-6.31,-8.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+6+7+9,2+4+8+9,1+2+3+4+5+6+8+9,1+2+4+5,169,192,-0.01,0.01,7,-1,0,0,0.0,0.0,0.0,0.0,1.0
7100,UCHI TECHNOLOGIES BERHAD,Industrial Products & Services,2019-12-01,10,3.5,2.53,1.33,1.96,1.47,2.11,2.6,1.7,2.95,0.4,15.0,0.17,0.07,0.14,5.38,42.13,48.53,0.0,0.0,47.08,9.08,20.69,14.89,13.98,7.82,7.82,11.35,9.76,7.58,5.62,6.21,7.58,6.36,4.35,4.88,6.36,70.65,1,0,1,8,+,2+7+8+9,+,101,157,0.13,0.17,49,84,0,5,0.5,0.0,1.0,1.0,1.0
7099,ATTA GLOBAL GROUP BERHAD,Industrial Products & Services,2019-03-01,8,1.5,0.06,0.0,1.24,0.93,0.45,0.445,0.375,0.59,1.64,4.0,0.11,0.25,0.0,0.0,6.77,2.58,0.01,0.01,4.96,-19.0,20.0,0.5,5.32,0.0,0.0,-10.66,0.0,5.87,11.19,7.72,0.0,2.1,4.52,2.71,0.0,12.95,0,0,0,1+4+5,4+7,1+2+3+4+6+7+8,1+2+3+6+7,128,153,0.28,0.03,3,-16,0,0,0.5,0.0,0.0,0.0,1.0
7097,TA WIN HOLDINGS BERHAD,Industrial Products & Services,2017-12-01,7,1.0,0.0,0.0,0.0,0.0,0.1,0.085,0.03,0.235,0.34,32.0,0.0,0.0,0.0,0.0,0.79,4.17,0.0,0.0,-0.66,-11.67,50.5,19.42,14.54,0.0,0.0,0.0,0.0,-2.22,1.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+4+5+6,3+5+7,3+4+5+6+7,2+4+6,576,402,0.0,0.02,16,10,0,0,0.0,0.0,0.0,0.0,1.0
7096,GPA HOLDINGS BERHAD,Industrial Products & Services,2019-03-01,9,1.0,0.0,0.0,0.0,0.0,0.09,0.08,0.07,0.145,0.11,1270.0,0.0,0.0,0.0,0.0,0.09,-0.55,0.0,0.0,-2.84,-11.5,11.5,0.0,-3.95,0.0,0.0,0.0,0.0,-6.09,2.9,-4.71,0.0,0.0,0.0,0.0,0.0,24.53,0,0,0,1+2+3+4+5+6+8+9,1+2+4+5+6+7,1+2+3+4+5+6+7+8+9,5+6+7+8+9,156,43,0.0,0.0,0,5,0,0,0.0,0.0,0.0,0.0,1.0
7095,P.I.E. INDUSTRIAL BERHAD,Industrial Products & Services,2019-12-01,10,2.0,4.24,0.05,1.17,0.88,1.03,1.32,0.72,1.65,1.17,14.0,0.1,0.08,0.05,3.79,8.2,8.29,0.0,0.0,7.78,13.55,71.33,42.44,40.51,0.46,0.46,-0.98,3.63,3.72,6.98,5.54,3.72,0.72,1.25,1.03,0.72,23.39,1,0,0,1+2+4+8,+,1+2+4+8+10,+,287,659,0.07,0.1,21,94,0,5,0.0,0.0,1.0,0.0,1.0
7091,UNIMECH GROUP BERHAD,Industrial Products & Services,2018-12-01,10,2.5,1.95,0.33,1.78,1.34,1.09,1.05,0.91,1.45,1.785,8.0,0.14,0.13,0.04,3.62,7.75,7.98,0.06,0.06,7.62,7.33,20.6,13.96,12.78,2.38,36.89,3.75,2.38,8.89,7.23,6.73,8.89,3.66,3.11,3.59,3.66,44.01,1,0,0,3+10,+,3+4+5+6+10,+,120,273,0.1,0.13,15,19,0,5,0.5,0.0,1.0,0.0,1.0
7086,ABLEGROUP BERHAD,Industrial Products & Services,2018-12-01,8,1.0,0.0,-0.0,0.0,0.0,0.06,0.075,0.04,0.095,0.17,-29.0,-0.0,-0.0,0.0,0.0,-1.53,-2.18,0.0,0.0,-93.68,-9.0,-0.36,-4.68,-4.56,0.0,0.0,0.0,0.0,-38.65,0.0,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+6+7+8,1+2+3+4+5+6+7+8,1+2+3+4+5+6+7+8,1+4+5+6+7,11,4,-0.33,0.0,7,-1,0,0,0.0,0.0,0.0,0.0,1.0
7083,ANALABS RESOURCES BERHAD,Industrial Products & Services,2019-04-01,10,1.0,0.8,0.0,0.48,0.36,0.93,1.04,0.815,1.16,2.48,24.0,0.04,0.04,0.02,1.92,1.75,1.5,0.04,0.04,8.26,10.33,29.67,20.0,20.13,0.0,-32.84,-15.81,-7.42,5.56,3.97,4.17,5.56,1.29,1.06,0.84,1.29,18.76,1,0,1,1+2+3+6+8+10,+,1+2+3+5+7+8+10,+,113,130,0.13,0.04,11,10,0,2,0.0,0.0,0.0,0.0,1.0
7076,CB INDUSTRIAL PRODUCT HOLDING BERHAD,Industrial Products & Services,2018-12-01,10,1.0,1.17,0.0,0.96,0.72,0.87,0.955,0.68,1.25,1.44,14.0,0.07,0.07,0.04,4.19,4.58,5.65,0.17,0.13,19.29,7.13,26.29,16.71,13.17,0.0,-25.02,-15.86,-2.97,8.61,8.97,8.87,8.61,2.92,3.63,3.38,2.92,37.35,1,0,0,1+4+8+10,+,1+2+5+6+10,+,331,478,0.07,0.07,65,53,0,5,0.0,0.0,0.0,0.0,1.0
7073,SEACERA GROUP BERHAD,Industrial Products & Services,2017-12-01,10,2.0,-10.35,-0.0,-3.0,-2.25,0.27,0.25,0.12,0.565,1.12,-1.0,-0.3,-1.2,0.0,0.0,-26.86,1.17,0.0,0.01,12.79,4.0,65.0,34.5,20.61,0.0,-35.46,-36.04,0.0,9.9,7.18,6.94,9.9,2.0,2.31,2.42,2.0,0.0,1,0,0,1+3+5+6+9+10,+,1+3+5+6+7+8+9+10,+,93,40,0.06,0.03,11,28,0,0,0.0,0.0,1.0,0.0,1.0
7050,WONG ENGINEERING CORPORATION BERHAD,Industrial Products & Services,2019-10-01,8,2.0,1.15,5.04,0.06,0.04,0.4,0.4,0.28,0.65,0.62,8.0,0.05,0.12,0.02,6.25,8.4,8.63,0.25,0.26,-0.7,-19.83,66.0,23.08,9.42,100.71,100.71,0.0,0.0,0.57,7.42,3.63,0.0,0.55,1.47,0.88,0.0,24.49,0,0,0,6+7+8,5+6+7+8,1+4+5+6+7,6,33,61,0.0,0.05,3,10,0,5,0.5,0.0,0.5,0.0,1.0
7043,JADE MARVEL GROUP BERHAD,Industrial Products & Services,2019-03-01,9,1.0,-0.09,-0.0,-0.51,-0.38,0.95,0.8,0.8,1.25,0.72,-27.0,-0.03,-0.04,0.0,0.0,-4.14,-1.06,0.0,0.0,-2.73,-103.0,109.0,3.0,15.97,0.0,0.0,0.0,0.0,2.28,-0.64,0.57,0.0,1.11,1.06,1.19,0.0,69.58,0,0,0,1+2+3+4+5+9,1+2+9,1+2+3+5+7+8+9,1+2+4+6+7+8,25,16,0.01,-0.01,3,-4,0,0,0.0,0.0,0.0,0.0,1.0
7036,BORNEO OIL BERHAD,Industrial Products & Services,2019-06-01,10,1.5,0.0,-0.0,0.0,0.0,0.02,0.03,0.01,0.05,0.13,-30.0,-0.0,-0.0,0.0,0.0,-0.77,-0.97,0.02,0.02,24.95,-90.0,10.5,-39.75,-14.5,0.0,0.0,0.0,0.0,4.58,8.68,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+8+9+10,1+6+7+9+10,1+5+6+7+8+9+10,3+5+10,20,93,-0.02,0.0,0,8,0,0,0.0,0.0,0.5,0.0,1.0
7034,THONG GUAN INDUSTRIES BERHAD,Industrial Products & Services,2018-12-01,10,1.5,4.75,1.59,3.65,2.74,2.73,3.54,1.95,4.32,3.23,10.0,0.36,0.1,0.02,0.56,11.06,9.09,0.09,0.07,4.64,6.7,19.69,13.2,10.77,4.42,-7.18,4.42,22.36,10.31,9.04,7.95,10.31,2.52,2.88,2.49,2.52,27.06,1,0,0,4+10,+,2+5+10,+,409,862,0.11,0.26,68,25,0,0,0.5,0.0,0.0,0.0,1.0
7033,KUMPULAN H & L HIGH-TECH BERHAD,Industrial Products & Services,2019-10-01,10,1.0,0.79,3.43,0.28,0.21,1.02,1.0,0.895,1.28,2.604,12.0,0.08,0.08,0.04,3.5,3.12,3.59,0.1,0.11,20.1,4.62,15.2,9.91,10.21,42.82,-0.96,-11.54,42.82,11.62,9.79,10.75,11.62,3.43,3.76,3.47,3.43,53.73,1,0,1,1+4+7+8,+,1+2+4+6+8+10,+,24,23,0.05,0.09,4,3,0,5,0.0,0.0,0.0,0.0,1.0
7029,MASTER-PACK GROUP BERHAD,Industrial Products & Services,2018-12-01,10,1.5,3.97,0.6,2.95,2.21,1.46,1.64,0.605,3.2,1.94,6.0,0.29,0.18,0.02,1.22,14.81,6.91,0.04,0.06,4.7,4.62,22.73,13.68,10.4,2.08,25.13,2.08,0.0,12.14,8.65,10.09,12.14,1.72,1.23,1.92,1.72,14.09,1,0,0,4+7+10,+,4+7+8+10,+,53,145,0.08,0.11,9,7,0,1,0.5,0.0,0.0,0.0,1.0
7025,WOODLANDOR HOLDINGS BHD,Industrial Products & Services,2018-12-01,6,1.0,-2.73,-3.76,-0.21,-0.16,0.52,0.55,0.4,0.75,1.04,-6.0,-0.09,-0.16,0.02,2.73,-8.48,4.26,0.01,0.01,3.0,11.7,49.0,30.35,26.14,41.79,50.82,41.79,0.0,4.66,5.32,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,2+4+5,5,1+2+4+6,,32,25,0.01,0.05,3,1,0,4,0.0,0.0,0.0,0.0,1.0
7020,YKGI HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,9,0.5,-0.04,-0.0,-0.22,-0.16,0.1,0.095,0.06,0.17,0.1,-4.0,-0.02,-0.21,0.0,0.0,-23.0,-119.7,0.52,0.33,-7.76,-6.57,10.25,1.84,-2.21,0.0,0.0,0.0,0.0,-50.21,-124.32,-85.55,0.0,1.3,0.0,0.93,0.0,11.58,0,0,0,1+2+3+4+5+8,1+2+3+4+5+6+7,1+2+3+4+5+6+7+8+9,6,466,221,0.04,-0.38,16,15,0,0,0.0,0.0,0.0,0.0,0.5
7018,CME GROUP BERHAD,Industrial Products & Services,2019-06-01,6,2.0,-0.06,-0.0,-0.3,-0.22,0.03,0.03,0.02,0.04,0.0654,-1.0,-0.03,-1.0,0.0,0.0,-50.92,-45.46,0.03,0.04,-16.9,-1.67,5.5,1.92,0.4,0.0,0.0,0.0,0.0,-38.52,-83.1,-46.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,1+2+3+6,1+2+3+5+6,3+5+6,23,38,0.0,-0.04,-2,6,0,0,0.5,0.0,0.5,0.0,1.0
7017,KOMARKCORP BERHAD,Industrial Products & Services,2019-04-01,9,1.0,-1.01,-0.0,-0.5,-0.38,0.23,0.23,0.15,0.385,0.27,-5.0,-0.05,-0.22,0.0,0.0,-18.81,-16.92,0.21,0.26,-11.23,-14.25,54.5,20.12,4.54,0.0,0.0,0.0,0.0,-19.9,-40.76,-27.62,0.0,0.37,1.11,0.67,0.0,0.0,0,0,0,1+2+4+5,1+2+3+5+6+7,1+2+3+4+5+6+7+8,1+2+3,113,48,0.02,-0.05,15,-2,0,0,0.0,0.0,0.0,0.0,1.0
7016,CHUAN HUAT RESOURCES BHD,Industrial Products & Services,2018-12-01,10,1.0,-0.32,-0.02,-0.35,-0.26,0.29,0.285,0.18,0.5,1.81,-10.0,-0.03,-0.11,0.01,3.86,-1.61,2.67,0.06,0.06,1.75,5.11,16.0,10.56,7.68,0.7,0.0,0.7,-10.16,13.1,11.46,10.72,13.1,4.58,1.73,1.82,4.58,21.72,0,0,0,3+4+6+10,4,2+3+4+6+7+8+10,2+3,515,711,0.09,0.05,8,3,0,5,0.0,0.0,0.0,0.0,1.0
7014,YLI HOLDINGS BERHAD,Industrial Products & Services,2019-03-01,10,1.0,-1.08,-0.0,-0.9,-0.68,0.2,0.175,0.15,0.3,1.2,-2.0,-0.09,-0.51,0.0,0.0,-7.32,-12.99,0.01,0.01,-7.44,-81.0,105.0,12.0,0.43,0.0,0.0,0.0,0.0,-16.8,-26.74,-16.95,-16.8,0.92,1.11,0.67,0.92,0.0,0,0,0,3+5+7+9+10,1+2+4+5+7+8+9,1+2+3+4+5+6+7+8+9+10,1+2+4+5+6+7+8+9+10,83,113,0.02,-0.18,0,-15,0,0,0.0,0.0,0.0,0.0,1.0
7005,B.I.G. INDUSTRIES BERHAD,Industrial Products & Services,2019-06-01,10,1.0,-0.08,-0.0,-0.1,-0.08,0.26,0.27,0.17,0.43,0.56,-18.0,-0.01,-0.04,0.0,0.0,-2.66,3.29,0.03,0.03,-4.83,-5.6,21.5,7.95,1.62,0.0,-2.54,-22.44,-12.61,-17.64,-18.59,-16.72,-17.64,0.0,0.0,0.0,0.0,0.0,0,0,1,2+3+5+6+9+10,2+3+5+7+8+9+10,1+2+3+4+5+6+7+8+9+10,,85,46,-0.14,0.02,19,3,0,0,0.0,0.0,0.0,0.0,1.0
7004,MCE HOLDINGS BERHAD,Industrial Products & Services,2019-07-01,10,1.0,2.64,-0.0,-2.36,-1.77,0.43,0.44,0.285,0.71,1.7985,-2.0,-0.19,-0.43,0.0,0.0,-10.54,-7.9,0.14,0.01,4.72,-54.5,26.67,-13.92,-4.46,0.0,0.0,0.0,0.0,10.18,-8.52,-6.8,10.18,2.23,0.42,1.17,2.23,24.25,0,0,0,2+4+5+6+7+9,1+2+4+5,1+2+3+4+5+6+9+10,1,104,69,0.21,-0.15,5,-4,0,0,0.0,0.0,0.0,0.0,1.0
6998,BINTAI KINDEN CORPORATION BERHAD,Industrial Products & Services,2019-03-01,8,0.0,-0.12,0.0,0.1,0.08,0.08,0.11,0.04,0.15,0.29,12.0,0.01,0.09,0.0,0.0,3.03,0.44,1.36,1.25,-0.61,-31.5,6.75,-12.38,-8.65,0.0,0.0,0.0,-42.82,-10.78,-2.01,-12.15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+7+8,2+3+5+6+7,1+2+3+4+5+6+7+8,1+2+5+6+7,368,147,-0.07,0.0,103,-78,0,0,0.0,0.0,0.0,0.0,0.0
6971,KOBAY TECHNOLOGY BERHAD,Industrial Products & Services,2019-06-01,10,2.0,-2.3,1.98,1.46,1.1,1.5,1.88,1.23,2.04,1.85,9.0,0.2,0.11,0.03,1.6,10.98,11.26,0.13,0.1,5.49,-84.0,61.0,-11.5,1.39,9.9,61.73,9.9,27.39,5.91,9.96,8.49,5.91,0.83,0.0,0.66,0.83,18.15,0,0,0,4+7+8,7+8,4+5+6+7+8+10,10,82,168,0.01,0.19,0,5,0,2,0.5,0.0,0.5,0.0,1.0
6963,V.S. INDUSTRY BERHAD,Industrial Products & Services,2019-07-01,10,3.0,4.09,0.53,1.05,0.79,0.9,0.9,0.6,1.52,0.91,10.0,0.09,0.1,0.04,4.89,9.49,10.92,0.04,0.05,4.07,13.33,77.5,45.42,39.66,5.87,5.87,14.22,34.74,3.56,5.8,5.01,3.56,1.49,2.51,2.21,1.49,57.92,1,0,1,1+7,+,2+4,+,800,3978,0.02,0.09,49,224,0,5,0.5,0.5,1.0,0.0,1.0
6904,SUBUR TIASA HOLDINGS BERHAD,Industrial Products & Services,2019-07-01,10,1.0,-8.52,-0.0,-1.33,-1.0,0.55,0.52,0.38,0.905,3.02,-5.0,-0.11,-0.21,0.0,0.0,-3.78,-6.19,0.44,0.41,-0.58,-17.12,172.0,77.44,21.17,0.0,0.0,0.0,0.0,-2.95,-17.8,-12.91,-2.95,1.24,0.0,0.58,1.24,20.81,0,0,1,1+2+3+4+5+9,1+2+3+4,1+2+3+4+5+7,,680,315,0.16,-0.19,90,33,0,0,0.0,0.0,0.0,0.0,1.0
6874,KUB MALAYSIA BERHAD,Industrial Products & Services,2019-12-01,10,1.0,0.54,2.0,0.09,0.07,0.25,0.375,0.15,0.46,0.61,10.0,0.04,0.11,0.0,0.0,6.44,5.34,0.22,0.22,0.98,-13.67,40.5,13.42,13.85,50.06,-8.45,50.06,-9.5,1.98,8.11,7.56,1.98,1.95,3.69,2.71,1.95,20.0,0,0,0,1+2+5+6+9+10,8+9,1+2+6+7+8+9+10,8,796,289,0.02,0.03,29,13,0,0,0.0,0.0,0.0,0.0,1.0
6637,PNE PCB BERHAD,Industrial Products & Services,2019-03-01,7,1.0,-1.77,-0.0,-0.7,-0.52,0.74,1.26,0.36,1.52,0.44,-18.0,-0.07,-0.06,0.0,0.0,-15.75,-8.35,0.1,0.03,-2.74,-52.5,103.0,25.25,2.04,0.0,0.0,0.0,0.0,-1.81,-1.93,-2.73,0.0,0.14,0.0,0.19,0.0,0.0,0,0,0,1+4+5+6,1+3+4+5+7,1+2+3+4+5+7,3+4+5,77,88,0.0,-0.04,5,3,0,0,0.0,0.0,0.0,0.0,1.0
6556,ANN JOO RESOURCES BERHAD,Industrial Products & Services,2018-12-01,10,1.5,-2.54,-0.3,-1.8,-1.35,0.82,0.71,0.415,1.65,2.23,-4.0,-0.16,-0.23,0.12,16.9,-7.2,11.72,0.01,0.0,2.94,-26.25,58.0,15.88,13.36,1.86,0.0,58.54,1.86,6.91,18.75,10.25,6.91,4.87,9.19,6.2,4.87,23.81,0,0,0,4+7+10,4+7,1+3+4+6+7+8+10,1+6+7+9,1303,2320,0.05,0.25,285,-59,0,5,0.5,0.0,0.0,0.0,1.0
6491,KUMPULAN FIMA BERHAD,Industrial Products & Services,2019-03-01,10,1.0,1.43,0.18,1.63,1.22,1.25,1.44,0.985,1.8,2.86,12.0,0.12,0.08,0.09,6.25,4.04,7.69,0.04,0.02,12.18,4.77,19.0,11.88,9.34,1.52,1.52,-0.72,1.94,12.5,8.43,9.33,12.5,4.24,5.4,5.02,4.24,46.47,1,0,0,1+2+4+10,+,3+4+5+6+7+10,+,411,469,0.22,0.21,114,53,0,5,0.0,0.0,0.0,0.0,1.0
6297,BOX-PAK (MALAYSIA) BERHAD,Industrial Products & Services,2019-12-01,10,2.0,8.54,-0.0,-1.08,-0.81,0.97,1.17,0.815,1.28,1.97,-13.0,-0.09,-0.08,0.0,0.0,-4.44,-4.32,0.37,0.37,2.01,-210.0,20.29,-94.86,-16.81,0.0,0.0,0.0,0.0,2.7,-10.59,-5.46,2.7,2.0,0.0,0.0,2.0,19.97,0,0,0,+,1+2+3+4,1+2+3+4+6+7+10,1+2+3+4+5+6+7+8+9+10,196,647,0.17,-0.09,0,0,0,0,1.0,0.0,0.0,0.0,1.0
