code,nYear,ROI,ROI avg,ROI std,ROE avg,ROE std,EPS GR avg,EPS GR std,NPM avg,NPM std,P/E,P/E mid,P/E avg,P/E std,EPS,EPS avg,EPS std,DPS,DPS avg,DPS std,DPayout avg,DPayout std,DY avg,DY std,price,nMerge,nSplit,Annual,category,current_price,52w low,52w high,market cap,NTA,name
5014,10,4.26,3.98,2.28,6.44,3.67,144.96,319.29,10.08,5.7,23.48,116.0,56.33,65.63,28.9,25.84,15.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0,0,2019-12-31,Transportation & Logistics,4.77,3.92,8.88,"7,914.3M",5.6204,MALAYSIA AIRPORTS HOLDINGS BERHAD
5246,8,4.12,4.42,0.5,26.33,2.7,5.41,12.27,24.11,12.4,24.3,13.92,20.08,7.98,17.33,15.81,2.27,13.0,15.32,9.77,99.63,72.99,4.44,4.51,4.21,0,0,2019-12-31,Transportation & Logistics,3.92,2.97,4.54,"13,367.2M",0.7508,WESTPORTS HOLDINGS BERHAD
5134,9,4.04,6.73,1.95,6.22,1.7,5.33,48.14,5.78,2.48,24.75,17.27,16.17,4.68,15.39,22.62,6.36,5.0,2.22,2.48,10.56,12.68,0.57,0.63,3.81,0,0,2019-03-31,Industrial Products & Services,2.83,2.7,3.98,387.5M,4.49,SOUTHERN ACIDS (M) BERHAD
2305,9,4.01,4.43,2.75,4.46,2.8,28.41,75.56,27.36,13.5,24.96,23.82,22.55,13.96,17.79,27.05,19.6,4.5,12.94,12.18,44.97,24.69,2.08,1.78,4.44,0,0,2019-12-31,Property,5.2,3.8,6.21,389.2M,6.99,AYER HOLDINGS BERHAD
5167,10,3.91,9.67,4.49,9.68,5.17,0.82,55.16,18.12,7.7,25.59,18.5,13.87,8.22,2.81,7.16,3.2,1.0,3.55,2.45,42.54,25.41,4.96,3.91,0.72,0,0,2019-12-31,Industrial Products & Services,0.64,0.53,0.825,69.1M,1.0,TURBO-MECH BERHAD
5126,10,3.84,6.4,2.33,8.9,3.71,7.35,40.96,8.14,7.17,26.06,19.29,17.84,6.39,15.73,25.89,9.21,5.0,2.3,2.83,13.13,18.48,0.6,0.89,4.1,0,0,2019-12-31,Plantation,2.07,1.95,4.22,"1,181.8M",3.86,SARAWAK OIL PALMS BERHAD
3816,10,3.83,5.5,1.8,5.96,2.06,25.57,77.13,19.47,7.16,26.13,29.02,21.0,9.48,32.0,39.88,14.04,33.0,21.8,12.29,63.86,55.83,2.81,1.56,8.35,0,0,2019-12-31,Transportation & Logistics,7.44,6.38,9.41,"33,210.6M",7.78,MISC BERHAD
3255,10,3.82,5.31,1.37,63.35,21.41,11.53,32.84,13.03,1.08,26.18,19.02,19.9,4.34,103.6,81.57,25.15,108.0,86.5,30.43,106.26,25.73,5.62,1.85,27.12,0,0,2019-12-31,Consumer Products & Services,20.1,17.3,31.74,"6,072.2M",1.3,HEINEKEN MALAYSIA BERHAD
5110,10,3.81,8.71,3.5,8.14,3.36,5.64,57.33,63.7,24.7,26.22,16.18,13.4,5.41,4.69,12.83,5.45,9.11,10.02,0.81,91.54,38.65,6.89,0.73,1.23,0,0,2019-12-31,Real Estate Investment Trusts,1.14,1.05,1.48,482.1M,1.6708,UOA REAL ESTATE INVESTMENT TRUST
1818,10,3.77,4.04,0.51,21.93,4.32,2.3,16.86,38.41,2.82,26.49,29.2,25.25,4.05,23.0,31.25,6.35,20.8,35.54,12.51,111.59,24.16,4.54,1.21,6.09,0,0,2019-12-31,Financial Services,4.7,4.32,7.13,"3,800.0M",0.94,BURSA MALAYSIA BERHAD
7137,10,3.75,10.76,5.01,6.93,3.02,-4.51,28.15,11.7,4.82,26.66,16.2,12.08,6.53,8.23,23.05,9.02,0.1,2.07,3.97,8.72,16.56,1.41,2.77,1.99,0,0,2019-09-30,Industrial Products & Services,1.6,1.43,2.37,65.1M,4.02,UMS HOLDINGS BERHAD
0166,9,3.74,8.24,5.1,31.55,12.75,5.8,52.75,14.13,5.35,26.75,14.4,14.71,9.08,6.06,11.39,4.98,5.2,6.09,3.06,60.61,34.53,3.7,2.12,1.6,0,0,2019-06-30,Technology,1.15,0.9,2.09,"3,725.2M",0.359,INARI AMERTRON BERHAD
5088,10,3.71,7.36,3.18,5.98,2.69,-3.54,30.41,33.8,10.15,26.98,18.26,16.78,7.5,2.97,8.41,3.67,2.0,6.2,5.9,64.49,41.97,5.28,5.15,0.8,0,0,2019-12-31,Financial Services,0.75,0.66,1.06,160.2M,1.49,APEX EQUITY HOLDINGS BERHAD
7528,10,3.66,14.14,9.76,5.66,3.5,16.04,53.51,8.32,5.11,27.36,16.54,13.11,10.67,6.29,20.19,14.17,3.0,2.92,0.22,24.22,17.49,2.02,0.41,1.72,0,0,2019-12-31,Construction,1.59,1.38,1.9,147.4M,4.32,DKLS INDUSTRIES BHD
6012,10,3.65,4.27,0.97,31.14,6.64,-3.56,12.81,22.0,3.54,27.39,23.6,24.53,4.93,19.4,25.62,4.07,20.0,30.0,10.0,117.78,37.91,4.93,1.63,5.32,0,0,2019-12-31,Telecommunications & Media,5.2,4.59,5.81,"40,666.6M",0.9,MAXIS BERHAD
5681,10,3.61,3.88,1.14,14.85,6.33,5.48,34.95,3.26,1.09,27.66,26.8,27.62,6.5,83.5,86.84,25.64,85.0,76.2,13.3,91.86,19.68,3.49,1.09,23.1,0,0,2019-12-31,Consumer Products & Services,20.0,17.5,26.6,"19,869.1M",6.02,PETRONAS DAGANGAN BHD
7048,10,3.57,6.34,4.48,16.68,11.77,32.8,102.12,11.51,7.43,27.97,16.9,20.98,7.72,15.73,27.8,20.07,20.0,25.15,14.33,106.23,40.4,5.62,2.86,4.4,0,0,2019-02-28,Consumer Products & Services,4.0,3.8,4.51,"1,014.6M",2.03,ATLAN HOLDINGS BHD
5180,10,3.54,7.05,1.94,8.28,2.88,-4.75,24.51,64.47,26.16,28.26,19.5,15.66,5.58,3.55,9.89,3.3,6.25,7.69,1.6,87.44,36.95,5.6,1.24,1.0,0,0,2019-12-31,Real Estate Investment Trusts,0.79,0.735,1.14,"1,620.9M",1.2378,CAPITALAND MALAYSIA MALL TRUST
5012,10,3.52,7.33,2.24,9.66,3.87,4.04,44.95,11.57,3.67,28.45,18.72,15.23,5.69,12.29,27.45,11.12,5.0,11.3,6.02,40.37,11.33,2.9,1.3,3.5,0,0,2019-12-31,Plantation,1.95,1.81,3.56,867.4M,3.21,TA ANN HOLDINGS BERHAD
5886,10,3.44,5.45,2.12,3.75,1.64,-8.66,27.89,7.86,3.12,29.06,25.86,21.3,8.65,2.75,6.55,2.76,3.0,5.8,4.16,97.19,51.15,4.63,2.79,0.8,0,0,2019-01-31,Consumer Products & Services,1.27,0.76,1.36,77.2M,1.78,MINTYE BERHAD
8419,10,3.3,18.04,26.63,11.99,10.58,5.52,49.07,3.07,1.12,30.31,20.25,14.85,11.75,2.63,4.48,1.92,1.5,0.68,0.88,28.45,39.79,1.28,1.96,0.8,0,0,2019-03-31,Industrial Products & Services,0.615,0.43,0.81,284.1M,0.39,PANSAR BERHAD
6149,10,3.29,8.1,5.83,4.31,3.27,52.16,182.06,0.98,1.07,30.43,19.72,18.15,9.91,4.6,15.79,11.16,6.0,5.4,1.8,58.29,40.21,3.11,1.1,1.4,0,0,2019-12-31,Industrial Products & Services,1.18,1.18,1.8,141.6M,3.4695,METROD HOLDINGS BERHAD
5250,7,3.29,3.18,0.24,54.35,42.17,2.52,12.7,1.81,1.22,30.43,17.07,27.12,11.27,4.74,4.64,0.36,0.0,2.07,2.4,43.07,49.83,1.39,1.61,1.43,0,0,2019-12-31,Consumer Products & Services,1.3,1.21,1.56,"1,603.4M",0.0893,7-ELEVEN MALAYSIA HOLDINGS BERHAD
3026,10,3.28,4.4,1.21,76.06,27.23,7.74,25.99,12.29,1.84,30.52,23.78,24.24,5.79,160.9,184.94,36.25,0.0,110.5,109.73,59.89,55.08,2.82,2.4,49.1,0,0,2019-12-31,Consumer Products & Services,38.0,34.0,64.5,"2,432.0M",2.26,DUTCH LADY MILK INDUSTRIES BERHAD
3689,10,3.21,5.03,2.97,19.48,7.01,-2.6,22.34,9.52,3.38,31.18,21.65,23.86,7.5,111.9,100.72,34.94,60.0,72.45,32.85,71.63,13.0,3.8,2.77,34.9,0,0,2019-09-30,Consumer Products & Services,30.0,24.12,36.96,"11,003.4M",7.24,FRASER & NEAVE HOLDINGS BHD
7083,10,3.2,10.88,4.48,6.25,3.38,-7.5,41.75,8.17,3.36,31.28,18.24,11.61,7.1,3.56,19.02,7.2,2.0,3.06,2.06,20.09,15.95,1.93,1.31,1.12,0,0,2019-04-30,Industrial Products & Services,1.0,0.92,1.18,120.0M,2.49,ANALABS RESOURCES BERHAD
7062,10,3.04,10.27,5.92,7.49,4.8,-0.01,42.24,2.59,1.61,32.93,28.02,18.29,16.33,4.65,19.02,11.63,0.0,6.0,3.95,27.07,15.47,3.22,2.11,1.53,0,0,2019-12-31,Consumer Products & Services,1.55,1.25,1.75,62.1M,3.3,KHIND HOLDINGS BERHAD
5168,10,2.96,5.45,2.97,31.35,18.58,-2.85,34.62,20.18,3.44,33.76,27.1,24.06,11.43,13.72,24.74,13.41,8.5,11.55,5.48,48.47,5.81,2.05,1.11,4.63,0,0,2019-03-31,Health Care,6.62,4.52,6.88,"22,387.0M",0.73,HARTALEGA HOLDINGS BERHAD
5275,5,2.96,3.09,0.43,13.25,5.85,-3.87,23.89,3.17,3.24,33.83,18.66,26.33,13.67,3.93,5.6,1.5,1.0,0.24,0.39,5.84,9.91,0.15,0.3,1.33,0,0,2019-10-31,Consumer Products & Services,0.63,0.575,1.49,429.8M,0.45,MYNEWS HOLDINGS BERHAD
8893,10,2.94,7.04,3.01,2.53,1.53,4.31,46.05,8.19,3.37,34.02,21.25,17.28,7.77,0.53,2.37,1.46,0.0,0.4,0.8,9.69,20.02,1.0,2.02,0.18,0,0,2019-06-30,Property,0.075,0.05,0.2,90.5M,1.0,MK LAND HOLDINGS BERHAD
3158,10,2.93,4.8,1.68,4.46,1.6,9.37,62.78,12.73,5.29,34.12,28.52,24.3,10.33,7.97,8.65,3.17,0.0,1.5,1.91,13.02,16.42,0.84,1.08,2.72,0,0,2019-12-31,Property,2.6,1.1,2.8,"1,375.4M",2.2,YNH PROPERTY BERHAD
5274,10,2.92,5.69,3.95,11.34,4.42,29.37,65.1,26.45,8.41,34.21,23.14,24.61,11.0,28.06,27.49,11.75,22.0,9.55,8.57,30.43,28.62,0.92,0.86,9.6,0,0,2019-06-30,Financial Services,9.38,9.38,9.6,"2,518.3M",3.27,HONG LEONG CAPITAL BERHAD
7022,10,2.87,6.17,3.26,17.16,5.0,5.26,45.1,16.1,4.02,34.87,23.24,21.53,10.95,6.68,14.82,5.98,7.5,14.45,6.46,103.37,52.45,5.74,3.05,2.33,0,0,2019-12-31,Technology,1.52,1.29,2.48,"1,017.6M",0.44,GLOBETRONICS TECHNOLOGY BERHAD
5517,10,2.87,3.92,1.13,8.48,2.46,5.8,40.62,17.94,5.0,34.88,29.19,27.68,7.69,14.39,18.59,5.68,15.0,13.1,2.84,73.46,17.12,2.75,0.54,5.02,0,0,2019-12-31,Consumer Products & Services,4.85,4.38,5.9,"2,134.0M",2.3999,SHANGRI-LA HOTELS (MALAYSIA) BERHAD
5123,10,2.72,6.81,1.6,6.01,1.37,-1.98,5.39,50.02,14.8,36.8,24.36,16.3,7.1,6.73,8.43,0.66,6.8,8.16,0.47,96.95,3.18,7.19,0.38,1.0,0,0,2019-12-31,Real Estate Investment Trusts,0.56,0.5,1.12,600.2M,1.2011,QUILL CAPITA TRUST
5253,6,2.65,7.55,2.52,21.6,7.04,-6.34,42.86,6.26,5.88,37.76,23.94,16.36,9.8,1.91,8.64,4.29,0.5,2.25,1.57,25.13,11.9,1.82,1.16,0.72,0,0,2019-06-30,Construction,0.365,0.3,0.88,488.2M,0.3,ECONPILE HOLDINGS BERHAD
7003,10,2.57,7.24,4.81,5.36,3.82,156.9,446.68,10.17,5.77,38.91,23.24,20.64,12.13,1.84,6.09,4.15,0.0,1.5,2.29,13.99,21.9,1.42,2.19,0.75,0,0,2019-12-31,Property,0.7,0.65,0.995,152.9M,1.34,Y&G CORPORATION BHD
2445,10,2.51,4.51,1.38,12.65,4.96,0.69,36.84,9.17,3.82,39.8,27.05,24.42,7.8,58.0,99.0,28.53,15.0,49.0,20.1,48.35,14.56,2.28,1.04,23.08,0,0,2019-09-30,Plantation,18.64,17.5,25.78,"20,150.2M",9.59,KUALA LUMPUR KEPONG BERHAD
8869,10,2.51,8.74,6.7,17.32,12.61,55.53,183.25,6.33,2.78,39.86,41.86,24.2,21.84,11.72,17.4,9.33,5.0,5.85,4.08,42.8,25.87,2.3,1.9,4.65,0,0,2019-12-31,Industrial Products & Services,3.25,2.74,5.24,"13,123.9M",0.88,PRESS METAL ALUMINIUM HOLDINGS BERHAD
5121,10,2.5,8.17,5.17,7.71,4.77,66.92,251.61,37.86,23.94,39.97,66.3,26.25,35.03,2.48,11.32,7.12,7.77,9.97,0.88,188.06,242.45,7.38,0.46,0.99,0,0,2019-12-31,Real Estate Investment Trusts,0.64,0.55,1.16,295.7M,1.3192,HEKTAR REAL ESTATE INVESTMENT TRUST
0078,10,2.26,2.3,1.2,13.83,5.81,-1.39,39.82,11.01,3.3,44.34,57.59,55.17,25.28,0.58,2.25,1.38,0.25,0.96,0.59,42.94,4.69,0.96,0.52,0.265,0,0,2019-06-30,Transportation & Logistics,0.14,0.115,0.37,789.8M,0.09,GD EXPRESS CARRIER BERHAD
0097,10,2.14,8.98,6.61,28.79,14.37,7.45,37.8,26.99,3.77,46.82,25.35,18.43,13.15,16.92,15.38,4.57,5.5,3.65,1.35,23.91,7.98,1.78,1.28,7.92,0,0,2019-12-31,Technology,6.86,6.09,9.57,"3,231.3M",1.0242,VITROX CORPORATION BERHAD
7323,10,2.14,17.75,6.93,11.45,4.52,-7.29,44.44,32.45,7.63,46.75,25.1,9.58,12.46,1.25,17.46,7.1,0.0,3.4,1.86,17.81,8.85,3.31,1.6,0.585,0,0,2019-12-31,Property,0.4,0.35,0.685,76.7M,1.78,KEN HOLDINGS BERHAD
5198,8,2.06,4.93,1.62,3.31,1.45,-8.38,40.29,3.28,2.08,48.54,24.27,20.58,12.8,1.03,2.7,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,2019-12-31,Industrial Products & Services,0.34,0.3,0.71,61.2M,0.89,ABM FUJIYA BERHAD
0065,10,2.05,5.6,3.26,15.4,4.39,-9.44,23.54,31.88,5.42,48.81,57.34,30.97,27.93,1.06,2.76,1.03,1.0,2.25,0.78,88.26,30.96,4.29,2.13,0.515,0,0,2019-12-31,Technology,0.28,0.23,0.745,172.3M,0.16,EXCEL FORCE MSC BERHAD
9334,10,1.9,7.9,3.43,6.27,3.95,17.28,62.81,7.13,3.46,52.64,30.0,17.07,12.56,14.59,42.1,32.25,9.0,6.85,4.98,21.24,15.25,1.26,0.26,7.68,0,0,2019-07-31,Technology,5.86,5.0,12.0,252.1M,8.4023,KESM INDUSTRIES BERHAD
5138,10,1.85,5.68,2.53,6.33,3.27,-5.18,37.18,23.49,9.55,54.16,31.44,22.88,13.9,3.93,15.05,7.7,2.5,10.0,4.79,67.28,5.69,3.78,1.59,2.13,0,0,2019-12-31,Plantation,1.33,1.25,2.14,"1,064.0M",2.07,HAP SENG PLANTATIONS HOLDINGS BERHAD
5066,10,1.75,6.29,2.26,14.03,6.56,-11.76,27.21,8.81,3.76,57.02,33.91,19.85,12.92,0.8,3.98,1.28,1.6,2.18,0.74,67.78,48.15,3.61,1.52,0.455,0,0,2019-04-30,Consumer Products & Services,0.345,0.295,0.575,387.5M,0.4,NTPM HOLDINGS BERHAD
5026,10,1.72,10.39,10.22,4.42,3.51,-7.18,65.29,29.1,36.3,58.2,30.54,21.07,17.09,1.28,8.72,8.02,0.0,1.28,1.34,18.05,26.7,1.44,1.52,0.745,0,0,2019-12-31,Plantation,0.3,0.27,0.77,59.0M,1.26,MHC PLANTATIONS BHD
5130,10,1.64,10.21,4.43,9.11,4.51,2.08,29.76,92.7,43.01,60.98,33.74,15.83,16.24,7.18,11.72,4.81,6.63,6.32,2.98,56.95,28.71,5.51,2.53,1.04,0,0,2019-12-31,Real Estate Investment Trusts,0.88,0.805,1.27,180.1M,1.2786,ATRIUM REAL ESTATE INVESTMENT TRUST
6084,10,1.59,6.61,2.9,10.91,6.07,-14.24,30.83,13.0,6.2,63.04,52.6,26.23,27.71,0.77,15.96,9.02,2.0,22.41,19.49,186.59,123.47,9.87,7.04,0.485,0,0,2019-12-31,Telecommunications & Media,0.245,0.23,0.805,180.9M,1.11,STAR MEDIA GROUP BERHAD
2291,10,1.5,3.8,1.55,7.82,3.22,-0.32,42.65,19.88,9.01,66.81,40.79,32.13,15.52,16.62,37.0,12.76,13.0,17.75,11.36,54.03,39.81,1.75,1.0,10.58,0,0,2019-12-31,Plantation,9.46,7.99,11.14,"8,489.0M",5.43,GENTING PLANTATIONS BERHAD
5108,10,1.18,5.97,5.1,5.44,5.0,52.94,167.38,54.16,23.6,84.4,117.66,48.43,64.14,2.87,14.31,11.75,0.0,0.95,2.85,3.98,11.93,0.38,1.13,2.42,0,0,2019-05-31,Closed-End Fund,1.9,1.87,2.47,266.0M,3.18,ICAPITAL.BIZ BERHAD
5959,10,1.16,9.95,6.15,4.68,2.51,26.78,82.61,22.47,14.87,86.29,45.37,19.33,22.96,1.39,7.63,4.94,0.0,0.15,0.45,1.71,5.12,0.15,0.46,1.2,0,0,2019-12-31,Property,1.2,0.99,1.28,438.1M,1.97,AMVERTON BERHAD
5225,9,1.15,1.85,0.68,3.8,0.9,0.57,32.51,8.07,4.26,87.03,43.52,53.73,25.79,5.28,8.74,2.13,4.0,2.11,1.52,27.51,23.83,0.37,0.27,5.47,0,0,2019-12-31,Health Care,5.17,4.55,5.95,"45,361.5M",2.55,IHH HEALTHCARE BERHAD
7149,10,1.12,4.62,2.91,8.91,5.63,10.93,125.23,8.82,4.65,89.58,49.86,35.66,25.77,1.1,9.55,6.6,0.0,10.83,9.09,108.01,63.24,4.29,3.14,0.985,0,0,2019-12-31,Consumer Products & Services,0.78,0.72,1.12,55.2M,1.0,ENG KAH CORPORATION BERHAD
2542,10,1.1,5.04,2.8,4.65,2.95,-5.88,44.58,39.34,21.7,90.54,50.44,29.73,22.62,3.26,17.07,8.53,0.03,10.42,9.62,45.55,41.67,3.06,2.93,2.95,0,0,2019-12-31,Plantation,2.25,2.25,3.07,145.9M,4.1,RIVERVIEW RUBBER ESTATES BERHAD
7209,10,0.96,9.95,7.32,5.23,4.46,-26.42,22.82,4.8,3.8,103.92,54.44,25.32,28.97,0.27,4.87,3.75,0.0,1.41,1.16,26.1,14.26,2.88,2.31,0.285,0,0,2019-06-30,Consumer Products & Services,0.185,0.185,0.33,23.6M,1.1,CHEETAH HOLDINGS BERHAD
5932,10,0.75,3.67,2.13,2.08,1.65,-11.0,65.41,1.75,1.28,133.71,74.06,51.69,46.7,0.16,2.16,1.83,0.0,0.75,0.93,17.79,22.2,1.05,1.35,0.175,0,0,2019-06-30,Construction,0.04,0.03,0.235,30.6M,0.3757,BINA PURI HOLDINGS BHD
5175,9,0.48,9.78,6.55,6.63,6.48,-27.8,37.92,7.87,7.51,209.44,107.02,34.72,62.23,0.1,6.52,6.8,2.5,0.28,0.79,277.78,785.67,1.39,3.93,0.2,0,0,2019-03-31,Property,0.135,0.125,0.22,66.2M,0.83,IVORY PROPERTIES GROUP BERHAD
5247,6,0.46,2.34,1.43,10.52,8.92,-41.44,31.64,6.64,8.08,215.67,118.14,74.52,66.22,0.25,5.26,4.81,0.5,0.25,0.38,49.83,76.27,0.36,0.51,0.545,0,0,2019-06-30,Consumer Products & Services,0.31,0.26,0.665,310.7M,0.48,KAREX BERHAD
5285,5,0.33,2.35,1.86,10.84,9.84,-61.17,70.82,6.17,8.93,307.55,153.78,97.88,114.48,-2.9,19.8,19.09,1.0,4.74,6.48,33.14,26.71,0.88,1.22,5.45,0,0,2019-12-31,Plantation,4.85,3.82,5.63,"33,390.2M",1.93,SIME DARBY PLANTATION BERHAD
7222,10,0.32,7.27,3.6,6.32,2.56,-9.6,35.88,8.12,2.96,307.8,158.0,44.05,88.14,0.72,8.68,3.31,3.5,3.5,0.0,83.32,134.55,2.83,1.03,2.22,0,0,2019-06-30,Industrial Products & Services,2.2,1.85,2.33,176.0M,1.62,IMASPRO CORPORATION BERHAD
7128,10,0.22,6.97,4.32,3.56,2.34,16.51,106.83,1.87,1.71,451.37,229.47,62.67,130.41,0.05,1.96,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0,0,2019-12-31,Consumer Products & Services,0.205,0.17,0.305,40.3M,0.58,CAM RESOURCES BERHAD
