code,name,category,Annual,nYear,Price,52w low,52w high,NTA,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,EY avg,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,check NP,check EPS GR,check OCF,neg Revenue,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end
5835,DOLOMITE CORPORATION BERHAD,Industrial Products & Services,2019-06-01,9,0.08,0.025,0.28,0.04,-1.0,-10.57,-132.12,0.0,0.0,-264.25,-159.15,0.06,0.97,-44.3,-3.83,32.0,14.08,10.76,0.0,0.0,0.0,0.0,-16.62,-37.22,-18.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+7+8+9,1+7+8+9,1+2+3+4+6+7+8+9,4+7,64,12,-0.1,-0.16,5,7
5797,CHOO BEE METAL INDUSTRIES BHD,Industrial Products & Services,2018-12-01,10,0.835,0.7,1.58,3.83,-98.0,-0.85,-1.02,5.0,5.99,-0.22,6.52,0.0,0.0,4.7,4.62,33.2,18.91,13.41,0.96,76.11,7.6,0.96,10.49,16.64,11.8,10.49,3.08,2.9,3.02,3.08,36.22,1,0,0,3+4+9+10,+,1+4+5+7+9+10,+,404,500,0.15,0.25,81,-27
5673,IPMUDA BERHAD,Industrial Products & Services,2019-06-01,10,0.25,0.185,0.49,0.72,0.0,-81.34,-325.36,0.0,0.0,-112.97,-38.35,0.11,0.12,-2.86,-15.0,41.0,13.0,9.56,0.0,0.0,0.0,0.0,-5.18,-44.93,-22.88,-5.18,3.05,1.33,1.37,3.05,0.0,0,0,0,1+2+3+4+6+8+9+10,1+2+3,1+2+3+4+7+9+10,1+3+4+7+8,699,113,0.2,-0.51,16,-4
5665,SOUTHERN STEEL BERHAD,Industrial Products & Services,2019-06-01,10,0.47,0.33,1.22,1.07,-1.0,-76.63,-163.04,0.0,0.0,-71.62,-13.08,0.29,0.1,-0.19,-3.39,180.0,88.3,29.29,0.0,0.0,0.0,0.0,-5.63,0.8,-16.23,-5.63,2.57,1.45,0.87,2.57,17.98,0,0,0,1+4+5+6+7+8+9+10,1+4+5,1+3+4+5+6+8+9+10,3+5+7+10,3222,3135,0.24,-0.27,0,115
5649,GOLDEN PHAROS BERHAD,Industrial Products & Services,2018-12-01,10,0.17,0.1,0.305,0.47,-3.0,-6.3,-37.06,1.27,7.47,-13.4,0.68,0.15,0.02,-4.92,-45.0,35.0,-5.0,-0.4,0.0,0.0,0.0,-20.98,-6.33,-5.03,0.56,-6.33,0.0,0.0,0.0,0.0,0.0,0,0,0,3+4+9+10,3+4+6+9+10,1+2+3+4+5+6+7+8+9+10,3+8+9,84,74,-0.1,0.0,5,8
5576,MINHO (M) BERHAD,Industrial Products & Services,2018-12-01,10,0.265,0.155,0.4,1.09,35.0,0.75,2.83,1.15,4.34,0.69,3.31,0.03,0.05,3.84,5.5,74.0,39.75,23.62,0.0,-21.62,-13.06,-4.29,6.31,10.86,8.6,6.31,0.0,0.0,0.0,0.0,1.42,0,0,0,1+3+6+10,9,1+2+5+8+9+10,3,206,269,0.01,0.02,22,6
5568,APB RESOURCES BERHAD,Industrial Products & Services,2019-09-01,10,0.4,0.355,0.6,1.39,-15.0,-2.63,-6.57,0.0,0.0,-1.89,-0.79,0.0,0.0,1.35,-49.5,38.67,-5.41,4.36,0.0,0.0,0.0,0.0,3.09,-6.24,-1.97,3.09,5.11,2.07,3.92,5.11,43.36,0,0,0,1+3+4+5+7+10,1+2+4,1+2+3+4+8+10,1+2+8+10,129,65,0.04,-0.01,-5,-10
5436,PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD,Industrial Products & Services,2019-03-01,10,4.15,2.82,4.98,3.96,13.0,33.04,7.96,30.0,7.23,8.34,10.59,0.0,0.0,5.83,5.1,16.81,10.95,10.86,0.15,-6.97,0.15,2.43,10.16,7.24,8.1,10.16,8.04,5.69,6.39,8.04,79.2,1,0,0,6+7+8+10,+,2+7+8+9+10,+,820,979,0.78,0.41,111,32
5371,KIM HIN INDUSTRY BERHAD,Industrial Products & Services,2018-12-01,9,0.76,0.7,1.25,2.89,-3.0,-21.8,-28.68,0.0,0.0,-7.54,-13.09,0.04,0.04,3.15,-2.39,126.0,61.8,24.75,0.0,0.0,0.0,0.0,1.74,-6.95,-0.06,0.0,3.54,4.36,3.47,0.0,71.06,0,0,0,1+7,1,1+2+3+5+6+7+8+9,2,245,403,0.1,-0.44,32,18
5289,TECHBOND GROUP BERHAD,Industrial Products & Services,2019-06-01,5,0.605,0.48,0.96,0.57,16.0,3.85,6.36,0.0,0.0,6.75,6.57,0.0,0.0,14.43,0.0,19.62,9.81,3.92,0.0,-7.13,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1+5,+,1+2+5,+,64,81,0.04,0.04,4,6
5284,LOTTE CHEMICAL TITAN HOLDING BERHAD,Industrial Products & Services,2019-12-01,6,1.82,0.975,3.2,5.34,20.0,9.27,5.09,7.0,3.85,1.74,3.67,0.0,0.0,8.46,0.0,13.59,6.8,5.83,0.0,-28.66,0.0,0.0,8.91,8.91,0.0,0.0,4.01,4.01,0.0,0.0,32.28,0,0,1,1+3+4+5+6,6,1+2+5+6,,8611,8438,-0.01,0.19,409,1073
5277,FOUNDPAC GROUP BERHAD,Industrial Products & Services,2019-06-01,6,0.745,0.3,1.01,0.1692,26.0,2.86,3.84,1.2,1.61,16.9,15.64,0.0,0.0,30.19,0.0,42.75,21.38,14.75,2.54,-10.69,2.54,0.0,3.96,3.96,0.0,0.0,2.55,2.55,0.0,0.0,25.05,1,0,1,2+3+6,+,2+3+6,+,30,45,0.02,0.02,9,10
5276,DANCOMECH HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,5,0.41,0.23,0.61,0.42,9.0,4.69,11.44,1.75,4.27,11.17,11.57,0.01,0.01,18.19,0.0,29.8,14.9,13.57,0.0,-3.85,0.0,0.0,6.81,7.96,0.0,0.0,2.3,2.84,0.0,0.0,25.62,1,0,1,4+5,+,1+2+3+4+5,+,68,81,0.04,0.04,12,18
5271,PECCA GROUP BERHAD,Industrial Products & Services,2019-06-01,5,0.81,0.675,1.3,0.9129999999999999,9.0,8.6,10.62,6.0,7.41,9.42,10.22,0.0,0.0,11.82,0.0,20.12,10.06,12.7,0.0,-2.18,0.0,0.0,6.47,6.54,0.0,0.0,3.66,4.47,0.0,0.0,40.18,1,0,1,2+3+4+5,+,2+3+4+5,+,130,131,0.13,0.09,9,12
5265,DOLPHIN INTERNATIONAL BERHAD,Industrial Products & Services,2018-12-01,5,0.07,0.025,0.18,9.8,-81.0,-0.09,-1.29,0.0,0.0,-0.01,-16.86,1.21,1.23,-112.97,-8.75,19.5,5.38,4.43,0.0,0.0,0.0,0.0,-58.8,-101.53,-58.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+5,1+2+3,1+2+3+4+5,1+4,57,13,0.04,-0.02,9,-1
5232,LEON FUAT BERHAD,Industrial Products & Services,2018-12-01,7,0.31,0.2,0.49,1.13,17.0,1.81,5.84,3.0,9.68,1.6,7.62,0.18,0.14,6.33,1.87,10.11,5.99,5.76,12.21,12.21,-1.37,0.0,22.08,27.52,23.09,0.0,2.64,1.85,3.3,0.0,13.94,1,0,0,3+7,+,1+4+5+6+7,+,437,598,0.1,0.08,9,17
5223,MENTIGA CORPORATION BERHAD,Industrial Products & Services,2018-12-01,10,0.4,0.24,0.605,2.6,9.0,4.35,10.87,0.0,0.0,1.67,2.74,0.15,0.12,28.83,-6.0,61.0,27.5,16.63,15.79,15.79,-32.53,-8.62,10.05,6.58,5.48,10.05,2.4,1.23,2.05,2.4,11.17,0,0,0,5+6+9+10,9,2+5+8+9+10,8,15,16,0.09,0.05,4,11
5220,GLOBALTEC FORMATION BERHAD,Industrial Products & Services,2019-06-01,8,0.355,0.18,0.515,0.88,-5.0,-7.13,-20.08,0.0,0.0,-8.1,-8.07,0.03,0.03,-6.33,-6.0,0.82,-2.59,-1.2,0.0,0.0,0.0,0.0,-108.36,-83.13,-126.55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3+4+5+6+7+8,1+2+3+4+5+6+7,1+2+3+4+5+6+7+8,3,167,217,0.11,-0.07,29,16
5219,PESTECH INTERNATIONAL BERHAD,Industrial Products & Services,2019-06-01,10,0.94,0.6,1.53,0.7684,9.0,10.89,11.59,0.0,0.0,14.17,16.82,1.36,1.39,10.98,0.0,101.67,50.84,29.81,2.63,2.63,20.42,-14.11,3.79,7.4,5.11,0.0,0.42,0.62,0.52,0.0,8.76,1,0,0,1+3+10,+,2+4+7+8+10,+,87,811,0.54,0.1,6,-240
5211,SUNWAY BERHAD,Industrial Products & Services,2019-12-01,10,1.56,1.25,1.87,1.7,10.0,15.54,9.96,7.47,4.79,9.14,7.91,0.24,0.24,16.7,6.97,25.25,16.11,16.15,6.12,6.12,-2.9,0.0,7.16,8.38,6.86,7.16,1.57,3.1,2.52,1.57,22.55,1,0,0,1+5+6+8+10,+,4+5+6+8+10,+,3134,4780,0.19,0.15,462,828
5208,EITA RESOURCES BERHAD,Industrial Products & Services,2019-09-01,9,1.16,1.02,1.6,1.38,6.0,19.43,16.75,6.0,5.17,14.08,12.26,0.1,0.09,7.53,0.0,14.8,7.4,8.38,10.02,10.02,10.37,0.0,11.6,10.35,10.51,0.0,3.06,3.51,3.37,0.0,20.63,1,0,0,2+3+8+9,+,4+6+7+8+9,+,164,305,0.15,0.16,6,25
5198,ABM FUJIYA BERHAD,Industrial Products & Services,2018-12-01,7,0.345,0.255,0.71,0.89,33.0,1.03,2.99,0.0,0.0,1.16,2.69,0.07,0.08,4.47,12.5,25.0,18.75,17.76,12.88,12.88,-10.9,0.0,6.12,5.39,5.63,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2+3+5+6+7,+,1+4+5+6+7,+,134,112,0.04,0.02,11,-5
5197,FOCUS LUMBER BERHAD,Industrial Products & Services,2018-12-01,9,0.78,0.61,1.55,1.61,-12.0,-6.53,-8.37,0.0,0.0,-4.06,16.04,0.0,0.0,10.79,3.93,18.0,10.96,8.35,13.32,-3.75,13.32,0.0,15.16,15.98,14.58,0.0,6.0,6.63,6.41,0.0,29.77,1,0,1,2+9,+,2+3+7+8+9,+,120,203,0.14,0.27,18,23
5192,K.SENG SENG CORPORATION BERHAD,Industrial Products & Services,2018-12-01,10,0.3,0.2,0.59,0.81,-14.0,-2.12,-7.07,0.5,1.67,-2.62,1.27,0.03,0.03,5.28,0.0,42.0,21.0,12.33,0.0,-18.66,-40.08,0.0,12.47,10.75,10.05,0.0,3.83,3.52,3.66,0.0,33.74,1,0,0,1+4+8+10,+,1+4+5+7+8+9+10,+,80,107,0.09,0.01,0,0
5184,CYPARK RESOURCES BERHAD,Industrial Products & Services,2019-10-01,10,0.885,0.605,1.61,1.66,4.0,19.86,22.44,0.0,0.0,11.96,13.0,1.27,1.31,16.98,7.0,18.57,12.78,14.23,7.28,12.77,7.28,9.65,7.7,9.27,8.41,7.7,1.36,1.61,1.58,1.36,21.23,1,0,0,9,+,4+5+9,+,178,377,0.12,0.2,-7,-89
5183,PETRONAS CHEMICALS GROUP BERHAD,Industrial Products & Services,2019-12-01,10,5.56,4.0,8.88,3.74,16.0,35.19,6.33,18.0,3.24,9.41,9.31,0.08,0.08,20.96,14.55,21.38,17.96,17.8,2.52,-1.47,2.52,2.54,5.71,5.95,5.54,5.71,2.85,3.4,2.97,2.85,41.15,1,0,0,1+5+6+7+9,+,1+6+7+9,+,14586,16370,0.4,0.35,0,5544
5181,SIG GASES BERHAD,Industrial Products & Services,2018-12-01,10,0.455,0.36,0.46,0.55,1.0,42.62,93.67,55.7,122.42,77.49,3.96,0.0,0.08,8.17,10.7,40.5,25.6,22.88,9.49,-7.83,9.49,0.0,5.39,4.22,5.85,5.39,1.43,1.54,1.78,1.43,22.05,1,0,1,8+10,+,2+3+4+6+8+9+10,+,55,79,0.07,0.03,13,8
5178,DYNACIATE GROUP BERHAD,Industrial Products & Services,2018-05-01,9,0.055,0.025,0.095,0.1019,-3.0,-1.8,-32.73,0.0,0.0,-17.66,-27.86,0.17,0.97,-6.88,-15.5,12.5,-1.5,-1.15,0.0,0.0,0.0,0.0,-84.91,-106.6,-121.18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+6+7+9,1+2+3+4+5+6+8,1+2+3+4+5+6+7+8+9,1+2,220,62,0.09,-0.04,25,-3
5170,SARAWAK CABLE BERHAD,Industrial Products & Services,2018-12-01,10,0.235,0.1,0.41,0.5,-1.0,-27.07,-115.19,0.0,0.0,-54.14,-14.2,0.48,0.56,2.37,-2.91,65.67,31.38,21.4,0.0,0.0,0.0,0.0,-3.17,-20.58,-9.0,-3.17,2.6,5.47,4.17,2.6,53.24,0,0,0,1+2+3+6+7+10,1+2,1+2+3+5+6+7+9+10,3+4+5+7+8,90,790,0.06,-0.12,28,29
5167,TURBO-MECH BERHAD,Industrial Products & Services,2018-12-01,10,0.57,0.53,0.75,1.0,20.0,2.81,4.93,2.0,3.51,2.81,6.34,0.03,0.0,18.84,5.9,24.67,15.28,11.38,0.0,-9.14,-7.97,0.0,10.64,5.84,8.08,10.64,4.15,2.6,3.83,4.15,39.69,1,0,0,1+4+6+7+9+10,+,2+3+4+7+9+10,+,64,41,0.1,0.06,9,7
5165,HOCK HENG STONE INDUSTRIES BHD,Industrial Products & Services,2018-12-01,9,0.42,0.34,0.75,0.6338,-6.0,-6.58,-15.67,0.0,0.0,-10.38,0.24,0.37,0.41,4.03,8.67,47.5,28.08,31.58,0.0,-48.01,-34.95,0.0,4.06,1.41,2.04,0.0,0.66,0.0,0.0,0.0,12.21,1,0,0,1+2+4+7+8,+,1+2+3+5+7+8+9,+,43,31,0.03,0.0,-2,7
5163,SEREMBAN ENGINEERING BERHAD,Industrial Products & Services,2019-06-01,9,0.51,0.32,0.75,0.25,-9.0,-5.6,-10.98,0.0,0.0,-22.4,-19.21,0.64,0.64,2.54,-8.9,12.0,1.55,1.99,0.0,0.0,0.0,0.0,99.64,276.08,164.99,0.0,1.84,0.0,2.18,0.0,0.0,0,0,0,1+2+3+8+9,1+2+4,1+2+3+4+5+8+9,4+5+6+8,69,66,0.15,-0.05,11,6
5152,MUAR BAN LEE GROUP BERHAD,Industrial Products & Services,2018-12-01,9,1.14,0.92,1.49,1.38,6.0,18.1,15.88,3.0,2.63,13.12,11.32,0.01,0.02,12.41,5.83,20.0,12.92,11.39,12.73,18.75,12.73,0.0,9.99,8.83,7.68,0.0,4.82,1.92,2.74,0.0,60.91,1,0,0,1+5+6+9,+,2+5+6+9,+,44,157,0.08,0.11,4,27
5151,HEXTAR GLOBAL BERHAD,Industrial Products & Services,2018-12-01,10,0.71,0.475,0.835,0.23,-98.0,-0.72,-1.01,4.38,6.17,-3.13,-15.7,0.16,0.46,-3.11,-6.82,20.67,6.93,6.64,0.0,0.0,0.0,0.0,12.4,-17.71,-7.13,12.4,2.62,0.0,3.21,2.62,0.0,0,0,0,1+3+4+5+9+10,1+2+3,1+2+3+4+5+8+9+10,2+3+10,101,68,0.56,-0.1,0,1
5147,SAMCHEM HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,0.71,0.35,0.84,0.57,8.0,8.75,12.32,0.0,0.0,15.35,15.47,0.05,0.06,2.25,8.31,143.0,75.66,29.84,5.82,74.42,19.64,5.82,6.88,9.93,6.56,6.88,2.38,3.97,2.89,2.38,46.97,1,0,0,4+10,+,1+4+5+7+10,+,294,1095,0.05,0.08,20,-26
5143,LUXCHEM CORPORATION BERHAD,Industrial Products & Services,2019-12-01,10,0.68,0.33,0.865,0.34,16.0,4.2,6.18,2.25,3.31,12.35,12.71,0.0,0.0,4.81,12.0,43.0,27.5,28.34,5.5,-5.81,8.68,5.5,4.33,7.55,5.81,4.33,1.99,4.2,3.03,1.99,45.67,1,0,1,1+8,+,1+2+3+7+8,+,400,765,0.03,0.04,11,62
5134,SOUTHERN ACIDS (M) BERHAD,Industrial Products & Services,2019-03-01,10,3.29,2.7,3.98,4.49,19.0,17.39,5.29,5.0,1.52,3.87,3.62,0.02,0.0,4.96,9.7,23.81,16.76,15.8,7.11,-4.76,-10.98,7.11,6.82,6.36,5.78,6.82,2.03,1.27,1.28,2.03,19.74,1,0,1,1+4+6,+,1+2+4+5+8+10,+,453,604,0.09,0.16,19,66
5125,PANTECH GROUP HOLDINGS BERHAD,Industrial Products & Services,2019-02-01,10,0.38,0.25,0.585,0.81,7.0,5.34,14.05,1.5,3.95,6.59,8.33,0.1,0.08,8.48,8.67,12.93,10.8,10.99,7.13,7.13,-1.93,-5.55,9.27,9.87,9.18,9.27,3.07,3.15,3.35,3.07,33.98,1,0,0,1+3+4+5+6+9+10,+,3+4+5+6+8+9+10,+,402,609,0.09,0.06,48,-26
5105,CAN-ONE BERHAD,Industrial Products & Services,2018-12-01,10,2.93,1.6,3.99,9.019,1.0,374.69,127.88,4.0,1.37,41.54,5.74,1.31,0.34,8.26,2.92,11.96,7.44,7.51,7.87,-18.23,-11.64,7.87,15.81,13.53,12.61,15.81,1.71,1.6,1.48,1.71,11.79,1,0,1,4+6+10,+,1+2+5+6+9+10,+,406,1227,0.2,0.24,87,96
5101,EVERGREEN FIBREBOARD BERHAD,Industrial Products & Services,2018-12-01,9,0.17,0.09,0.34,1.38,-3.0,-4.97,-29.24,0.48,2.82,-3.6,1.43,0.07,0.07,4.89,-10.08,13.75,1.84,6.41,0.0,-45.18,0.0,-15.55,8.39,11.8,9.58,0.0,2.48,3.63,2.18,0.0,21.41,0,0,0,3+6+7,5,1+2+3+4+5+6+7+8,7,951,1106,0.14,0.02,96,45
5100,BP PLASTICS HOLDING BHD,Industrial Products & Services,2019-12-01,10,1.11,0.61,1.15,1.03,9.0,12.26,11.05,6.0,5.41,11.9,11.39,0.0,0.0,5.68,5.9,15.71,10.8,11.16,2.68,5.88,15.28,2.68,9.9,9.38,8.44,9.9,6.05,5.11,5.04,6.05,66.41,1,0,0,1+5+8,+,1+3+4+6+8+9,+,221,331,0.1,0.11,22,17
5098,MALAYSIA STEEL WORKS (KL) BHD,Industrial Products & Services,2018-12-01,10,0.325,0.17,0.535,1.71,-18.0,-1.83,-5.63,0.0,0.0,-1.07,1.03,0.21,0.22,1.14,-38.33,24.43,-6.95,7.39,0.0,0.0,-25.53,-24.29,9.22,24.53,13.64,9.22,1.1,0.87,1.03,1.1,9.38,0,0,0,4+10,4+10,1+3+4+5+8+9+10,2,687,1497,-0.03,0.02,47,45
5095,HEVEABOARD BERHAD,Industrial Products & Services,2019-12-01,10,0.39,0.23,0.7,0.77,16.0,2.48,6.36,4.0,10.26,3.22,3.32,0.03,0.03,7.36,9.92,54.0,31.96,21.44,0.0,-44.71,-14.16,-7.65,6.41,6.85,7.84,6.41,2.58,7.09,5.04,2.58,44.95,1,0,1,1+2+8,+,1+2+3+7+9,+,363,419,0.07,0.03,17,65
5094,CSC STEEL HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,0.74,0.54,1.19,2.23,8.0,9.16,12.38,4.0,5.41,4.11,2.7,0.0,0.0,4.08,-18.17,17.67,-0.25,8.55,0.0,-26.19,-5.55,-9.25,8.45,11.23,7.03,8.45,5.87,8.14,6.08,5.87,49.83,0,0,0,4+5+7+10,5,1+2+4+5+7+8+9+10,2+5,870,1381,0.24,0.06,167,84
5087,MYCRON STEEL BERHAD,Industrial Products & Services,2019-06-01,10,0.31,0.14,0.505,1.2,-8.0,-3.8,-12.26,0.0,0.0,-3.17,-3.04,0.08,0.05,1.37,-7.6,6.88,-0.36,1.69,0.0,0.0,0.0,0.0,5.72,5.63,11.38,5.72,0.69,0.0,0.0,0.69,0.0,0,0,0,1+6+9,1+6+8,1+2+5+6+7+8+9+10,2+8+10,465,694,0.14,-0.04,-39,8
5082,CYMAO HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,0.185,0.185,0.36,0.73,-3.0,-6.24,-33.73,0.0,0.0,-8.55,-7.1,0.03,0.03,-7.6,-10.5,-1.35,-5.92,-4.46,0.0,0.0,0.0,0.0,-33.97,-27.95,-30.34,-33.97,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+6+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+5+7,124,88,-0.08,-0.06,4,-4
5072,HIAP TECK VENTURE BERHAD,Industrial Products & Services,2019-07-01,10,0.155,0.09,0.255,0.63,22.0,0.7,4.52,0.5,3.23,1.11,2.98,0.02,0.02,0.05,-9.5,19.0,4.75,8.63,0.0,0.0,-23.7,-17.08,-1.06,-2.12,-9.32,-1.06,1.38,1.48,1.43,1.38,33.91,0,0,0,3+4+7+9+10,3+4+5,1+2+3+4+5+8+9,2+9,1065,1187,0.13,0.02,4,56
5068,LUSTER INDUSTRIES BHD.,Industrial Products & Services,2018-12-01,10,0.075,0.05,0.105,0.09,17.0,0.44,5.87,0.0,0.0,4.89,7.77,0.0,0.01,-7.01,-10.5,9.0,-0.75,-1.18,29.95,0.0,29.95,0.0,-89.88,0.53,-3.68,-89.88,0.0,0.0,0.0,0.0,0.0,0,0,0,3+5+8+10,3+4+8+9+10,2+3+4+5+6+7+8+9+10,2+3+4+5+8+9,36,174,-0.03,0.01,2,1
5065,ORNAPAPER BERHAD,Industrial Products & Services,2018-12-01,10,1.05,0.7,1.42,2.36,6.0,17.55,16.71,3.0,2.86,7.44,5.89,0.04,0.04,3.08,4.24,13.4,8.82,8.47,3.29,10.16,3.29,13.97,12.77,14.52,13.39,12.77,1.41,2.83,2.34,1.41,8.54,1,0,1,4+10,+,1+4+9+10,+,156,350,0.06,0.13,16,34
5060,KINSTEEL BHD,Industrial Products & Services,2019-06-01,10,0.005,0.005,0.005,-0.72,0.0,-15.94,-3188.0,0.0,0.0,22.14,0.0,0.0,0.0,-44.87,-3.85,45.5,20.82,7.4,0.0,0.0,0.0,0.0,-777.1,-2429.63,-1476.49,-777.1,0.53,0.0,0.0,0.53,0.0,0,0,0,1+2+3+4+5+6+9+10,1+2+3+4+6+7+8+9,1+2+3+4+5+6+7+8+10,2+4,1991,121,0.02,-0.01,15,4
5056,ENGTEX GROUP BERHAD,Industrial Products & Services,2018-12-01,10,0.63,0.46,0.865,1.58,-316.0,-0.2,-0.32,0.75,1.19,-0.13,1.94,0.09,0.12,3.97,5.5,25.0,15.25,10.54,0.0,-36.29,-28.71,-11.91,11.48,12.54,11.71,11.48,1.12,1.55,1.26,1.12,8.08,1,0,0,3+4+10,+,1+2+4+5+7+8+10,+,600,1208,0.08,0.03,60,-3
5048,YI-LAI BERHAD,Industrial Products & Services,2018-12-01,10,0.695,0.395,0.845,1.35,-17.0,-3.99,-5.74,0.0,0.0,-2.96,-1.53,0.0,0.0,6.02,-28.0,25.83,-1.09,5.49,0.0,0.0,0.0,0.0,5.62,-1.16,2.68,5.62,4.39,0.0,1.2,4.39,48.67,0,0,0,2+3+4+7+10,1+2,1+2+3+4+8+10,1,111,118,0.07,-0.02,15,-9
5037,COMPUGATES HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,0.015,0.01,0.03,0.04,-5.0,-0.33,-22.0,0.0,0.0,-8.25,-5.48,0.0,0.0,-10.61,-9.0,2.75,-3.12,-3.65,0.0,0.0,0.0,0.0,-8.03,0.0,-4.44,-8.03,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+6+7+8+9+10,1+2+3+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,2+3+4+5+6+7+9,733,19,-0.04,0.0,51,2
5035,KNUSFORD BERHAD,Industrial Products & Services,2018-12-01,10,0.555,0.49,0.85,2.2728,3.0,16.78,30.23,0.0,0.0,7.38,-12.63,0.02,0.01,1.79,-7.14,52.0,22.43,9.47,0.0,0.0,0.0,0.0,1.94,-24.93,-10.57,1.94,1.66,0.72,2.11,1.66,13.46,0,0,0,3+4+7+8+10,1+2+3,1+2+3+4+7+10,3+6+7+9+10,205,209,0.07,-0.3,-7,8
5025,NWP HOLDINGS BERHAD,Industrial Products & Services,2019-08-01,10,0.13,0.065,0.23,0.0766,-8.0,-1.57,-12.08,0.0,0.0,-20.5,-18.27,0.0,0.0,-70.26,-35.0,-2.2,-18.6,-11.39,0.0,0.0,0.0,0.0,-15.14,-29.93,-20.2,-15.14,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+8+9,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+5+7+8,23,7,-0.02,-0.02,3,-4
5021,AYS VENTURES BERHAD,Industrial Products & Services,2019-03-01,10,0.155,0.115,0.34,0.69,-8.0,-1.9,-12.26,1.0,6.45,-2.75,5.88,0.06,0.0,7.04,0.41,14.25,7.33,8.23,5.92,25.99,5.92,-13.47,41.73,15.29,12.11,41.73,9.38,2.74,3.05,9.38,24.01,1,0,0,3+5+7+9+10,+,1+2+4+5+7+9+10,+,182,599,0.18,0.04,0,-97
5015,APM AUTOMOTIVE HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,1.66,1.5,3.0,6.51,12.0,13.51,8.14,12.0,7.23,2.08,3.12,0.01,0.0,7.13,6.95,15.83,11.39,10.63,0.0,-13.93,-20.82,-2.66,10.22,7.8,9.01,10.22,4.71,5.48,5.48,4.71,44.77,1,0,1,2+4+5+10,+,1+2+3+4+5+7+8+10,+,919,1334,0.36,0.2,135,93
5010,TONG HERR RESOURCES BERHAD,Industrial Products & Services,2018-12-01,10,1.83,1.23,3.45,3.06,15.0,12.55,6.86,20.0,10.93,4.1,13.76,0.05,0.01,5.25,-102.0,37.14,-32.43,1.56,10.61,0.0,23.14,10.61,9.0,12.0,9.38,9.0,5.91,9.03,7.09,5.91,60.55,0,0,0,3+7+10,4,3+4+7+10,5+9,212,798,0.07,0.39,50,55
5009,WHITE HORSE BERHAD,Industrial Products & Services,2018-12-01,10,0.675,0.645,1.2,2.82,-3.0,-26.63,-39.45,0.0,0.0,-9.44,-3.49,0.0,0.01,6.31,-9.18,76.5,33.66,14.89,0.0,0.0,0.0,0.0,7.92,-1.3,2.88,7.92,4.92,3.47,3.95,4.92,42.01,0,0,1,1+2+3+4+8+10,1,1+2+3+4+7+8+10,,480,612,0.26,-0.11,87,35
5007,CHIN WELL HOLDINGS BERHAD,Industrial Products & Services,2019-06-01,10,0.965,0.68,1.9,1.96,8.0,11.67,12.09,7.85,8.13,5.95,10.28,0.0,0.0,8.05,6.9,21.0,13.95,10.98,8.31,-2.52,8.31,34.26,9.97,10.98,11.3,9.97,3.26,4.49,4.45,3.26,35.13,1,0,0,7+8,+,3+7,+,404,681,0.05,0.2,-3,38
5001,MIECO CHIPBOARD BERHAD,Industrial Products & Services,2018-12-01,10,0.235,0.18,0.36,0.65,75.0,0.31,1.32,0.0,0.0,0.48,-16.34,0.29,0.35,0.69,-33.0,44.0,5.5,7.16,0.0,0.0,0.0,0.0,-1.78,4.85,4.05,-1.78,1.95,6.5,3.9,1.95,2.59,0,0,0,3+6+9+10,1+6+7+10,1+2+5+6+7+9+10,2,186,420,-0.03,-0.12,25,59
