name,category,Annual,nMerge,nSplit,NTA,current_price,52w low,52w high,market cap,code,nYear,price,ROI,ROI avg,ROI std,ROE avg,ROE std,EPS GR avg,EPS GR std,EPS,EPS avg,EPS std,NPM avg,NPM std,P/E,P/E mid,P/E avg,P/E std,DPS,DPS avg,DPS std,DPayout avg,DPayout std,DY avg,DY std
ANALABS RESOURCES BERHAD,Industrial Products & Services,2019-04-30,0,0,2.49,1.0,0.92,1.18,120.0M,7083,10,1.12,3.2,10.88,4.48,6.25,3.38,-7.5,41.75,3.56,19.02,7.2,8.17,3.36,31.28,18.24,11.61,7.1,2.0,3.06,2.06,20.09,15.95,1.93,1.31
CAN-ONE BERHAD,Industrial Products & Services,2019-12-31,0,0,9.019,2.5,2.4,3.99,480.4M,5105,10,2.87,130.19,28.98,35.37,17.31,12.73,182.14,440.18,373.65,75.39,102.69,11.96,10.99,0.77,6.05,6.42,3.07,6.0,4.2,0.87,11.22,5.91,1.88,0.62
KECK SENG (MALAYSIA) BERHAD,Industrial Products & Services,2019-12-31,0,0,6.25,4.01,3.95,4.9,"1,449.5M",3476,10,4.7,5.24,7.76,7.88,5.93,4.51,11.22,62.04,24.61,32.76,22.63,11.65,8.18,19.1,38.06,22.95,18.36,4.0,8.95,2.49,42.43,40.11,1.85,0.52
BOILERMECH HOLDINGS BERHAD,Industrial Products & Services,2019-03-31,0,0,0.41,0.42,0.42,0.79,216.7M,0168,9,0.555,9.28,6.82,2.09,23.33,8.55,1.01,24.23,5.15,6.9,2.38,10.92,3.91,10.78,12.27,14.3,6.77,2.0,1.61,0.99,24.99,14.98,1.79,1.26
VITROX CORPORATION BERHAD,Technology,2019-12-31,0,0,1.0242,7.6,6.61,9.57,"3,579.9M",0097,10,7.92,2.14,8.98,6.61,28.79,14.37,7.45,37.8,16.92,15.38,4.57,26.99,3.77,46.82,25.35,18.43,13.15,5.5,3.65,1.35,23.91,7.98,1.78,1.28
EKOVEST BERHAD,Construction,2019-06-30,0,0,0.96,0.465,0.425,1.04,"1,234.5M",8877,10,0.85,6.23,7.2,3.91,9.65,8.01,30.96,101.15,5.29,11.11,10.67,15.33,11.11,16.06,26.66,18.45,10.82,1.0,2.7,1.62,36.14,25.62,1.77,0.76
GENTING PLANTATIONS BERHAD,Plantation,2019-12-31,0,0,5.43,9.15,8.8,11.14,"8,210.8M",2291,10,10.58,1.5,3.8,1.55,7.82,3.22,-0.32,42.65,16.62,37.0,12.76,19.88,9.01,66.81,40.79,32.13,15.52,13.0,17.75,11.36,54.03,39.81,1.75,1.0
SAM ENGINEERING & EQUIPMENT (M) BERHAD,Industrial Products & Services,2019-03-31,0,0,4.21,6.55,6.3,8.68,885.3M,9822,10,7.79,7.46,11.27,3.35,11.47,3.07,10.36,33.16,58.09,41.09,14.5,7.61,2.31,13.41,11.33,9.83,3.38,23.36,11.31,14.92,23.18,34.4,1.73,2.33
EASTERN & ORIENTAL BERHAD,Property,2019-03-31,0,0,1.38,0.415,0.4,0.935,604.6M,3417,10,0.905,5.08,5.17,1.9,6.08,2.82,25.61,97.23,4.7,7.76,3.35,18.43,8.16,19.69,34.14,23.7,12.83,3.0,2.26,1.67,35.9,26.45,1.72,1.38
MASTER-PACK GROUP BERHAD,Industrial Products & Services,2019-12-31,0,0,1.94,0.99,0.695,3.2,54.1M,7029,10,2.5,11.49,12.95,4.93,6.65,3.41,39.89,99.93,28.73,9.15,6.99,4.65,1.9,8.7,11.15,9.02,3.77,2.0,1.0,0.74,11.38,9.1,1.56,1.26
WANG-ZHENG BERHAD,Consumer Products & Services,2019-12-31,0,0,1.23,0.94,0.835,1.17,150.4M,7203,10,0.94,7.52,10.51,3.65,6.82,2.02,3.38,40.44,7.07,7.35,2.19,4.21,0.99,13.29,17.66,11.5,6.35,4.0,1.5,1.86,19.84,25.09,1.5,2.02
LAND & GENERAL BERHAD,Property,2019-03-31,0,0,0.3618,0.1,0.09,0.17,297.3M,3174,10,0.15,8.7,15.38,7.06,10.72,5.35,8.44,75.26,1.31,5.94,3.8,50.69,36.0,11.5,15.42,8.95,6.5,0.01,0.36,0.71,11.78,23.3,1.49,2.98
LEE SWEE KIAT GROUP BERHAD,Consumer Products & Services,2019-12-31,0,0,0.35,0.5,0.45,0.95,83.9M,8079,10,0.61,8.17,10.22,3.34,11.09,4.51,27.98,62.84,4.98,2.73,1.78,5.72,2.8,12.24,12.28,11.03,3.94,2.5,0.75,1.01,16.29,20.36,1.49,1.85
PELANGI PUBLISHING GROUP BHD.,Telecommunications & Media,2019-09-30,0,0,1.0329,0.26,0.26,0.42,26.0M,7190,10,0.34,5.05,7.25,3.46,3.71,1.87,17.14,85.13,1.72,3.39,1.63,5.43,2.64,19.82,42.71,20.9,19.57,0.0,0.6,0.92,14.46,22.22,1.48,2.28
MHC PLANTATIONS BHD,Plantation,2019-12-31,0,0,1.26,0.425,0.425,0.77,83.5M,5026,10,0.745,1.72,10.39,10.22,4.42,3.51,-7.18,65.29,1.28,8.72,8.02,29.1,36.3,58.2,30.54,21.07,17.09,0.0,1.28,1.34,18.05,26.7,1.44,1.52
Y&G CORPORATION BHD,Property,2019-12-31,0,0,1.34,0.79,0.65,0.995,172.6M,7003,10,0.75,2.57,7.24,4.81,5.36,3.82,156.9,446.68,1.84,6.09,4.15,10.17,5.77,38.91,23.24,20.64,12.13,0.0,1.5,2.29,13.99,21.9,1.42,2.19
UMS HOLDINGS BERHAD,Industrial Products & Services,2019-09-30,0,0,4.02,1.68,1.65,2.38,68.4M,7137,10,1.99,3.75,10.76,5.01,6.93,3.02,-4.51,28.15,8.23,23.05,9.02,11.7,4.82,26.66,16.2,12.08,6.53,0.1,2.07,3.97,8.72,16.56,1.41,2.77
IVORY PROPERTIES GROUP BERHAD,Property,2019-03-31,0,0,0.83,0.15,0.125,0.22,73.5M,5175,9,0.2,0.48,9.78,6.55,6.63,6.48,-27.8,37.92,0.1,6.52,6.8,7.87,7.51,209.44,107.02,34.72,62.23,2.5,0.28,0.79,277.78,785.67,1.39,3.93
7-ELEVEN MALAYSIA HOLDINGS BERHAD,Consumer Products & Services,2019-12-31,0,0,0.0893,1.35,1.27,1.56,"1,665.1M",5250,7,1.43,3.29,3.18,0.24,54.35,42.17,2.52,12.7,4.74,4.64,0.36,1.81,1.22,30.43,17.07,27.12,11.27,0.0,2.07,2.4,43.07,49.83,1.39,1.61
QL RESOURCES BERHAD,Consumer Products & Services,2019-03-31,0,0,1.27,7.62,6.5,8.65,"12,363.0M",7084,10,6.88,1.94,5.06,3.72,16.86,9.1,0.8,13.72,13.36,14.29,1.43,6.97,0.46,51.5,28.92,26.36,11.71,4.5,4.47,1.95,31.79,13.84,1.38,1.08
BONIA CORPORATION BERHAD,Consumer Products & Services,2019-06-30,0,0,1.9295,0.605,0.23,1.06,122.0M,9288,10,0.32,7.01,7.62,3.67,11.24,4.82,-10.03,32.98,2.24,8.56,6.88,7.14,1.63,14.26,42.28,19.91,19.8,0.5,2.05,2.06,22.79,27.04,1.36,1.41
ORNAPAPER BERHAD,Industrial Products & Services,2019-12-31,0,0,2.36,0.96,0.875,1.42,72.2M,5065,10,1.04,17.12,14.02,2.25,6.45,1.54,16.91,36.54,17.81,11.87,4.33,3.24,0.73,5.84,8.29,7.36,1.41,3.0,1.35,1.36,10.34,11.21,1.32,1.36
ALLIANZ MALAYSIA BERHAD,Financial Services,2019-12-31,0,0,20.77,13.6,13.0,17.02,"2,405.7M",1163,10,16.28,17.12,16.54,3.1,11.1,1.44,9.93,11.91,203.87,155.24,35.69,6.67,0.93,5.84,6.32,6.27,1.22,65.0,15.52,19.48,9.0,9.7,1.29,1.17
PANSAR BERHAD,Industrial Products & Services,2019-03-31,0,0,0.39,0.61,0.43,0.815,281.8M,8419,10,0.8,3.3,18.04,26.63,11.99,10.58,5.52,49.07,2.63,4.48,1.92,3.07,1.12,30.31,20.25,14.85,11.75,1.5,0.68,0.88,28.45,39.79,1.28,1.96
KESM INDUSTRIES BERHAD,Technology,2019-07-31,0,0,8.4023,7.39,6.66,12.0,317.9M,9334,10,7.68,1.9,7.9,3.43,6.27,3.95,17.28,62.81,14.59,42.1,32.25,7.13,3.46,52.64,30.0,17.07,12.56,9.0,6.85,4.98,21.24,15.25,1.26,0.26
LEON FUAT BERHAD,Industrial Products & Services,2019-12-31,0,0,1.13,0.3,0.28,0.57,93.0M,5232,7,0.42,4.3,16.84,6.69,10.97,6.39,8.55,84.57,1.81,9.85,7.0,3.97,4.05,23.26,13.39,8.09,6.29,0.0,0.57,1.05,6.36,11.65,1.19,2.22
PLENITUDE BERHAD,Property,2019-06-30,0,0,4.08,0.93,0.925,1.55,354.8M,5075,10,1.42,7.8,15.95,10.59,7.79,4.29,0.11,38.4,11.1,26.46,14.31,30.15,12.72,12.82,7.71,8.42,3.64,0.0,1.8,4.49,5.71,14.38,1.14,2.98
INSAS BERHAD,Financial Services,2019-06-30,0,0,2.68,0.6,0.58,0.92,416.0M,3379,10,0.755,16.35,18.18,6.33,7.28,3.46,57.93,137.5,12.35,13.67,7.04,31.05,15.94,6.12,12.8,7.0,5.18,2.0,0.83,0.62,6.14,5.46,1.09,0.93
BINA PURI HOLDINGS BHD,Construction,2019-06-30,0,0,0.3757,0.05,0.045,0.235,38.2M,5932,10,0.175,0.75,3.67,2.13,2.08,1.65,-11.0,65.41,0.16,2.16,1.83,1.75,1.28,133.71,74.06,51.69,46.7,0.0,0.75,0.93,17.79,22.2,1.05,1.35
MK LAND HOLDINGS BERHAD,Property,2019-06-30,0,0,1.0,0.09,0.09,0.2,108.7M,8893,10,0.18,2.94,7.04,3.01,2.53,1.53,4.31,46.05,0.53,2.37,1.46,8.19,3.37,34.02,21.25,17.28,7.77,0.0,0.4,0.8,9.69,20.02,1.0,2.02
INNOPRISE PLANTATIONS BERHAD,Plantation,2019-12-31,0,0,0.66,0.56,0.55,0.995,268.2M,6262,10,0.96,2.96,3.95,2.41,4.03,1.96,20.96,77.44,2.85,4.62,2.95,18.87,7.51,33.75,50.3,37.88,24.16,1.0,0.8,1.4,22.05,42.65,0.94,1.68
HONG LEONG CAPITAL BERHAD,Financial Services,2019-06-30,0,0,3.27,9.38,9.38,9.6,"2,518.3M",5274,10,9.6,2.92,5.69,3.95,11.34,4.42,29.37,65.1,28.06,27.49,11.75,26.45,8.41,34.21,23.14,24.61,11.0,22.0,9.55,8.57,30.43,28.62,0.92,0.86
CYPARK RESOURCES BERHAD,Industrial Products & Services,2019-10-31,0,0,1.62,0.88,0.805,1.75,411.3M,5184,10,1.4,14.16,10.44,1.88,15.24,3.69,4.52,14.21,19.82,19.73,3.63,16.97,3.74,7.06,9.52,9.87,1.64,0.0,1.66,2.13,9.31,11.56,0.9,1.1
SIME DARBY PLANTATION BERHAD,Plantation,2019-12-31,0,0,1.93,4.01,3.98,5.63,"27,607.1M",5285,5,5.45,0.33,2.35,1.86,10.84,9.84,-61.17,70.82,-2.9,19.8,19.09,6.17,8.93,307.55,153.78,97.88,114.48,1.0,4.74,6.48,33.14,26.71,0.88,1.22
THREE-A RESOURCES BERHAD,Consumer Products & Services,2019-12-31,0,0,0.7077,0.69,0.67,0.985,339.5M,0012,10,0.735,8.14,5.6,2.2,7.64,3.22,9.54,40.64,5.98,5.59,2.18,6.62,1.96,12.29,23.81,21.07,8.49,2.0,0.76,0.93,10.5,13.68,0.87,1.14
MUI PROPERTIES BERHAD,Property,2019-06-30,0,0,0.3728,0.19,0.16,0.255,145.2M,3913,9,0.205,11.25,2.47,3.45,1.69,1.92,167.19,285.71,2.31,0.55,0.75,17.4,13.8,8.89,248.7,151.44,161.21,0.0,0.11,0.31,208.33,551.2,0.85,2.42
YNH PROPERTY BERHAD,Property,2019-12-31,0,0,2.2,2.72,1.1,2.8,"1,438.9M",3158,10,2.72,2.93,4.8,1.68,4.46,1.6,9.37,62.78,7.97,8.65,3.17,12.73,5.29,34.12,28.52,24.3,10.33,0.0,1.5,1.91,13.02,16.42,0.84,1.08
XIDELANG HOLDINGS LTD,Consumer Products & Services,2018-12-31,0,0,0.8,0.125,0.07,0.175,225.6M,5156,10,0.12,9.6,36.66,32.0,16.18,16.1,14.51,123.41,1.31,7.13,6.94,10.53,6.94,10.41,19.01,9.63,11.27,0.0,0.25,0.75,1.28,3.85,0.83,2.5
MY E.G. SERVICES BERHAD,Technology,2019-12-31,0,0,0.1981,1.03,0.985,1.75,"3,714.5M",0138,8,1.1,7.93,2.56,2.31,39.09,13.5,2.59,25.8,8.7,3.61,2.67,35.77,19.71,12.62,24.38,27.17,18.86,2.5,1.54,0.93,47.38,14.37,0.82,0.67
RESINTECH BERHAD,Industrial Products & Services,2019-03-31,0,0,1.0307,0.235,0.235,0.35,32.2M,7232,10,0.31,8.31,9.63,3.87,3.77,1.46,17.1,52.65,2.57,2.98,1.39,4.81,2.52,12.04,14.24,12.27,5.07,2.5,0.25,0.75,9.73,29.18,0.81,2.42
UEM SUNRISE BERHAD,Property,2019-12-31,0,0,1.61,0.4,0.395,1.02,"1,815.0M",5148,10,0.705,7.0,5.39,2.06,5.74,2.55,6.47,44.07,4.93,7.32,2.96,17.86,9.63,14.29,25.72,21.95,9.48,0.0,1.26,1.47,13.19,13.68,0.76,0.81
KOSSAN RUBBER INDUSTRIES BERHAD,Health Care,2019-12-31,0,0,1.11,5.08,3.44,5.43,"6,497.0M",7153,10,4.16,4.22,5.82,2.69,13.32,9.06,-2.55,27.45,17.58,24.34,6.45,10.2,1.23,23.67,19.13,20.42,7.22,0.0,2.75,3.75,11.44,14.95,0.68,1.06
SYMPHONY LIFE BERHAD,Property,2019-03-31,0,0,1.65,0.325,0.31,0.465,195.2M,1538,10,0.42,34.82,18.72,9.99,7.62,4.12,42.06,108.34,20.75,14.83,7.95,16.56,9.11,2.87,13.7,8.1,6.47,0.0,0.51,1.02,7.5,15.11,0.66,1.42
LATITUDE TREE HOLDINGS BERHAD,Consumer Products & Services,2019-06-30,0,0,5.95,2.47,2.4,4.05,240.1M,7006,10,3.72,5.34,17.57,9.81,10.91,5.65,18.9,71.76,19.88,40.57,26.6,6.39,3.24,18.72,15.04,8.96,7.5,6.0,1.5,2.42,8.52,15.94,0.61,0.97
FIBON BERHAD,Industrial Products & Services,2019-05-31,0,0,0.51,0.255,0.245,0.44,25.0M,0149,10,0.405,7.14,8.53,2.91,12.25,4.36,-1.9,17.56,2.89,4.14,0.71,26.31,4.21,14.01,13.0,12.94,3.75,0.0,0.34,0.52,8.0,12.25,0.61,1.28
SARAWAK OIL PALMS BERHAD,Plantation,2019-12-31,0,0,3.86,2.71,2.0,4.22,"1,547.2M",5126,10,4.1,3.84,6.4,2.33,8.9,3.71,7.35,40.96,15.73,25.89,9.21,8.14,7.17,26.06,19.29,17.84,6.39,5.0,2.3,2.83,13.13,18.48,0.6,0.89
SOUTHERN ACIDS (M) BERHAD,Industrial Products & Services,2019-03-31,0,0,4.49,3.42,3.3,3.98,468.3M,5134,9,3.81,4.04,6.73,1.95,6.22,1.7,5.33,48.14,15.39,22.62,6.36,5.78,2.48,24.75,17.27,16.17,4.68,5.0,2.22,2.48,10.56,12.68,0.57,0.63
KSL HOLDINGS BERHAD,Property,2019-12-31,0,0,3.01,0.585,0.56,0.94,606.9M,5038,10,0.755,32.19,25.49,8.11,14.01,9.0,1.44,29.01,24.31,30.36,8.59,38.27,11.49,3.11,4.36,4.29,1.22,0.0,1.0,2.0,2.7,5.49,0.54,1.08
ASTINO BERHAD,Industrial Products & Services,2019-07-31,0,0,1.42,0.58,0.55,0.76,159.0M,7162,10,0.66,13.18,17.25,8.34,10.82,3.28,0.45,35.83,8.71,14.55,6.09,5.91,1.2,7.58,9.54,7.36,3.72,0.0,0.4,0.65,4.44,8.27,0.48,0.85
MMC CORPORATION BERHAD,Transportation & Logistics,2019-12-31,0,0,3.04,0.645,0.645,1.25,"1,964.1M",2194,10,0.985,8.51,8.42,7.1,6.38,5.05,38.49,101.69,8.4,16.86,14.43,11.46,8.87,11.75,21.4,19.02,11.32,0.0,1.2,1.85,9.52,16.02,0.44,0.68
MPHB Capital Berhad,Financial Services,2019-12-31,0,0,1.9,0.79,0.77,1.19,564.9M,5237,7,1.05,4.52,6.76,4.57,5.49,5.5,63.01,159.88,4.7,10.67,10.01,16.95,18.49,22.14,34.58,23.12,17.38,0.0,0.71,1.75,10.5,25.73,0.43,1.04
ICAPITAL.BIZ BERHAD,Closed-End Fund,2019-05-31,0,0,3.18,1.99,1.99,2.47,278.6M,5108,10,2.42,1.18,5.97,5.1,5.44,5.0,52.94,167.38,2.87,14.31,11.75,54.16,23.6,84.4,117.66,48.43,64.14,0.0,0.95,2.85,3.98,11.93,0.38,1.13
IHH HEALTHCARE BERHAD,Health Care,2019-12-31,0,0,2.55,5.38,5.13,5.95,"47,204.1M",5225,9,5.47,1.15,1.85,0.68,3.8,0.9,0.57,32.51,5.28,8.74,2.13,8.07,4.26,87.03,43.52,53.73,25.79,4.0,2.11,1.52,27.51,23.83,0.37,0.27
KAREX BERHAD,Consumer Products & Services,2019-06-30,0,0,0.48,0.365,0.335,0.665,365.9M,5247,6,0.545,0.46,2.34,1.43,10.52,8.92,-41.44,31.64,0.25,5.26,4.81,6.64,8.08,215.67,118.14,74.52,66.22,0.5,0.25,0.38,49.83,76.27,0.36,0.51
KIP REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-06-30,0,0,1.0336,0.82,0.795,0.915,414.3M,5280,3,0.84,8.02,6.82,2.65,5.67,1.98,49.05,76.11,6.74,5.69,2.0,16.95,25.93,12.47,21.23,18.31,9.5,0.0,0.33,0.47,11.49,16.26,0.36,0.51
EWEIN BERHAD,Property,2019-12-31,0,0,0.88,0.3,0.265,0.74,90.5M,7249,10,0.55,25.16,10.47,8.07,9.02,4.97,41.27,124.04,14.04,6.4,4.27,12.79,7.17,3.97,32.2,17.42,15.64,0.0,0.25,0.75,2.88,8.64,0.31,0.94
MYNEWS HOLDINGS BERHAD,Consumer Products & Services,2019-10-31,0,0,0.44,0.755,0.73,1.49,515.0M,5275,5,1.33,2.96,3.09,0.43,13.25,5.85,-3.87,23.89,3.93,5.6,1.5,3.17,3.24,33.83,18.66,26.33,13.67,1.0,0.24,0.39,5.84,9.91,0.15,0.3
KHEE SAN BERHAD,Consumer Products & Services,2018-12-31,0,0,0.66,0.285,0.165,0.675,32.6M,6203,9,0.59,9.89,9.61,5.03,4.23,0.95,-6.17,13.97,5.84,5.23,2.09,3.44,1.56,10.11,10.46,9.65,5.57,0.0,0.11,0.31,3.32,8.77,0.14,0.4
ASIAN PAC HOLDINGS BERHAD,Property,2019-03-31,0,0,1.029,0.09,0.085,0.17,93.3M,4057,10,0.125,28.33,35.38,44.64,9.64,13.03,122.27,277.36,5.09,6.67,10.72,37.4,43.74,3.53,10.99,6.22,5.49,0.0,0.03,0.09,0.08,0.24,0.13,0.39
CHIN HIN GROUP BERHAD,Industrial Products & Services,2019-12-31,0,0,0.77,0.51,0.5,0.92,283.8M,5273,6,0.72,4.82,6.38,2.17,11.45,7.27,-17.19,23.18,3.47,7.05,3.35,1.57,1.39,20.76,10.7,11.47,8.92,0.02,0.01,0.01,0.27,0.22,0.02,0.01
OCEANCASH PACIFIC BERHAD,Consumer Products & Services,2019-12-31,0,0,0.4015,0.485,0.4,0.82,119.0M,0049,10,0.435,6.66,9.79,3.74,9.05,3.41,22.34,51.03,2.9,2.66,1.31,7.68,3.03,15.02,12.82,11.67,4.18,0.01,0.0,0.0,0.16,0.17,0.01,0.01
FEDERAL INTERNATIONAL HOLDINGS BERHAD,Consumer Products & Services,2019-06-30,0,0,0.9857,0.235,0.21,0.53,25.6M,8605,9,0.375,20.64,13.34,7.79,8.84,4.38,78.19,135.32,7.74,4.5,2.47,4.08,2.12,4.84,6.78,7.17,4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EG INDUSTRIES BERHAD,Industrial Products & Services,2019-06-30,0,0,1.33,0.265,0.255,0.505,72.9M,8907,10,0.395,12.3,14.71,13.9,5.88,5.78,111.63,368.3,4.86,8.37,9.54,1.32,1.27,8.13,17.17,12.04,9.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYCAL VENTURES BERHAD,Construction,2019-12-31,0,0,0.6682,0.205,0.18,0.285,85.3M,9717,10,0.225,5.88,11.46,8.85,4.8,4.3,27.64,68.33,1.32,3.19,3.09,5.51,2.04,17.0,18.55,14.87,10.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUNSURIA BERHAD,Property,2019-09-30,0,0,1.12,0.555,0.49,0.92,497.2M,3743,9,0.665,21.29,7.19,6.38,6.7,4.2,10.03,36.66,14.16,5.86,5.22,15.38,9.19,4.7,32.9,20.74,19.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALTON BERHAD,Property,2019-06-30,0,0,1.75,0.315,0.31,0.695,166.4M,6181,10,0.56,8.91,17.01,8.79,7.24,3.09,15.82,79.64,4.99,11.06,4.39,9.24,4.44,11.23,6.96,7.2,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLY GLASS FIBRE (M) BERHAD,Industrial Products & Services,2019-02-28,0,0,1.0541,0.21,0.21,0.475,33.6M,8117,10,0.44,8.46,17.33,19.65,7.81,6.68,92.51,222.57,3.72,6.06,6.02,23.52,22.58,11.82,22.53,12.73,11.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAM RESOURCES BERHAD,Consumer Products & Services,2019-12-31,0,0,0.58,0.22,0.2,0.305,43.3M,7128,10,0.24,0.22,6.97,4.32,3.56,2.34,16.51,106.83,0.05,1.96,1.21,1.87,1.71,451.37,229.47,62.67,130.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALAYSIA AIRPORTS HOLDINGS BERHAD,Transportation & Logistics,2019-12-31,0,0,5.6204,5.67,5.42,8.88,"9,407.6M",5014,10,7.6,4.26,3.98,2.28,6.44,3.67,144.96,319.29,28.9,25.84,15.92,10.08,5.7,23.48,116.0,56.33,65.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TA GLOBAL BERHAD,Property,2019-12-31,0,0,0.59,0.23,0.225,0.28,"1,224.0M",5158,9,0.255,8.51,7.67,4.75,4.4,1.49,44.53,138.61,2.17,2.07,1.17,15.57,9.11,11.75,16.47,12.91,8.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TA ENTERPRISE BERHAD,Financial Services,2019-12-31,0,0,1.48,0.5,0.49,0.69,856.0M,4898,10,0.595,14.38,10.16,5.48,4.77,2.35,548.89,1630.92,8.56,6.18,3.09,16.61,6.98,6.95,8.41,9.28,4.72,0.01,0.0,0.0,0.01,0.04,0.0,0.01
ABM FUJIYA BERHAD,Industrial Products & Services,2019-12-31,0,0,0.89,0.49,0.37,0.71,88.2M,5198,8,0.5,2.06,4.93,1.62,3.31,1.45,-8.38,40.29,1.03,2.7,1.11,3.28,2.08,48.54,24.27,20.58,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCK GROUP BERHAD,Telecommunications & Media,2019-12-31,0,0,0.54,0.43,0.4,0.665,412.2M,0172,8,0.585,5.0,6.1,2.2,11.13,6.36,-6.71,10.25,2.93,3.93,1.03,6.53,3.5,19.99,20.51,18.47,6.42,0.0,0.0,0.0,0.04,0.12,0.0,0.0
